vg_img_id	vg_object_id	sample_type	synset	obj_name	cat	url	responses
2382338	1329440	singleton_obj	furnishing.n.02	bench	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2382338_1329440_singleton_obj.png	Counter({'bench': 7, 'jeans': 1, 'legs': 1})
2373143	2331203	singleton_obj	furnishing.n.02	bench	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2373143_2331203_singleton_obj.png	Counter({'bench': 9})
2340030	2843050	singleton_obj	child.n.01	kid	person	http://object-naming-amore.upf.edu//2340030_2843050_singleton_obj.png	Counter({'boy': 5, 'child': 2, 'kid': 2})
2410676	211985	supercat_unique	shirt.n.01	t-shirt	article of clothing	http://object-naming-amore.upf.edu//2410676_211985_supercat_unique.png	Counter({'shirt': 8, 'boy': 1})
2388013	675963	singleton_obj	dog.n.01	dog	animal	http://object-naming-amore.upf.edu//2388013_675963_singleton_obj.png	Counter({'dog': 6, 'puppy': 3})
2330197	2832004	singleton_obj	man.n.01	man	person	http://object-naming-amore.upf.edu//2330197_2832004_singleton_obj.png	Counter({'man': 4, 'tennis player': 3, 'player': 1, 'male': 1})
2322343	992100	singleton_obj	motorcycle.n.01	motorcycle	vehicle	http://object-naming-amore.upf.edu//2322343_992100_singleton_obj.png	Counter({'motorcycle': 7, 'bike': 2})
2413117	179848	singleton_obj	horse.n.01	horse	animal	http://object-naming-amore.upf.edu//2413117_179848_singleton_obj.png	Counter({'horse': 8, 'cow': 1})
2374570	726007	singleton_obj	dog.n.01	dog	animal	http://object-naming-amore.upf.edu//2374570_726007_singleton_obj.png	Counter({'dog': 9})
2361473	3891033	singleton_obj	aircraft.n.01	airplane	vehicle	http://object-naming-amore.upf.edu//2361473_3891033_singleton_obj.png	Counter({'plane': 6, 'airplane': 3})
2391936	484742	seed_ambiguous	furnishing.n.02	curtain	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2391936_484742_seed_ambiguous.png	Counter({'curtain': 9})
2344295	3257943	singleton_obj	aircraft.n.01	airplane	vehicle	http://object-naming-amore.upf.edu//2344295_3257943_singleton_obj.png	Counter({'airplane': 4, 'plane': 3, 'aircraft': 1, 'jet': 1})
2365915	3881846	singleton_obj	shirt.n.01	t-shirt	article of clothing	http://object-naming-amore.upf.edu//2365915_3881846_singleton_obj.png	Counter({'shirt': 6, 't-shirt': 2, 'tshirt': 1})
2335018	2303751	singleton_obj	ungulate.n.01	giraffe	animal	http://object-naming-amore.upf.edu//2335018_2303751_singleton_obj.png	Counter({'giraffe': 9})
2339833	2994961	singleton_obj	furnishing.n.02	bench	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2339833_2994961_singleton_obj.png	Counter({'bench': 9})
2332294	2711384	singleton_obj	man.n.01	man	person	http://object-naming-amore.upf.edu//2332294_2711384_singleton_obj.png	Counter({'skateboarder': 5, 'man': 3, 'person': 1})
2321141	3321460	singleton_obj	ungulate.n.01	bull	animal	http://object-naming-amore.upf.edu//2321141_3321460_singleton_obj.png	Counter({'cow': 8, 'bull': 1})
2318233	1012877	singleton_obj	feline.n.01	cat	animal	http://object-naming-amore.upf.edu//2318233_1012877_singleton_obj.png	Counter({'cat': 9})
2357708	1703989	seed_ambiguous	furnishing.n.02	drape	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2357708_1703989_seed_ambiguous.png	Counter({'curtain': 9})
2368492	2091453	supercat_unique	child.n.01	child	person	http://object-naming-amore.upf.edu//2368492_2091453_supercat_unique.png	Counter({'girl': 7, 'child': 2})
