vg_img_id	vg_object_id	sample_type	synset	obj_name	cat	url	responses
2351479	860574	supercat_unique	furnishing.n.02	table	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2351479_860574_supercat_unique.png	Counter({'counter': 3, 'table': 2, 'stove': 1, 'food': 1, 'cooktop': 1, 'chefs table': 1})
2359547	792529	singleton_obj	man.n.01	guy	person	http://object-naming-amore.upf.edu//2359547_792529_singleton_obj.png	Counter({'man': 6, 'boy': 2, 'player': 1})
2410841	319855	singleton_obj	dish.n.02	cheeseburger	food, nutrient	http://object-naming-amore.upf.edu//2410841_319855_singleton_obj.png	Counter({'burger': 5, 'hamburger': 2, 'food': 1, 'cheeseburger': 1})
2342079	2728057	singleton_obj	athlete.n.01	skier	person	http://object-naming-amore.upf.edu//2342079_2728057_singleton_obj.png	Counter({'skiier': 4, 'skier': 2, 'birds': 1, 'skiiers': 1, 'ski jumper': 1})
2368296	3869900	singleton_obj	feline.n.01	cat	animal	http://object-naming-amore.upf.edu//2368296_3869900_singleton_obj.png	Counter({'cat': 9})
2384758	1305400	supercat_unique	dress.n.01	dress	article of clothing	http://object-naming-amore.upf.edu//2384758_1305400_supercat_unique.png	Counter({'dress': 9})
2323662	989124	singleton_obj	furnishing.n.02	cabinet	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2323662_989124_singleton_obj.png	Counter({'stand': 3, 'shelf': 2, 'drawer': 1, 'furniture': 1, 'entertainment center': 1, 'tv stand': 1})
2360580	1895366	singleton_obj	truck.n.01	truck	vehicle	http://object-naming-amore.upf.edu//2360580_1895366_singleton_obj.png	Counter({'truck': 7, 'box truck': 1, 'van': 1})
2378072	3672436	seed_ambiguous	feline.n.01	cat	animal	http://object-naming-amore.upf.edu//2378072_3672436_seed_ambiguous.png	Counter({'cat': 8, 'kitten': 1})
2380323	1348021	supercat_unique	house.n.01	house	structure, construction	http://object-naming-amore.upf.edu//2380323_1348021_supercat_unique.png	Counter({'house': 8, 'home': 1})
