vg_img_id	vg_object_id	cat	synset	url	responses	sample_type	obj_name
2345476	2997969	animal	ungulate.n.01	http://object-naming-amore.upf.edu//2345476_2997969_singleton_obj.png	Counter({'giraffe': 9})	singleton_obj	giraffe
2388467	508821	person	woman.n.01	http://object-naming-amore.upf.edu//2388467_508821_singleton_obj.png	Counter({'woman': 6, 'girl': 1, '#bbox': 1, '#occlusion': 1})	singleton_obj	woman
2363197	767284	article of clothing	shirt.n.01	http://object-naming-amore.upf.edu//2363197_767284_supercat_unique.png	Counter({'shirt': 8, 'long sleeve shirt': 1})	supercat_unique	shirt
2357470	3501953	structure, construction	house.n.01	http://object-naming-amore.upf.edu//2357470_3501953_singleton_obj.png	Counter({'house': 5, '#occlusion': 2, 'cat': 1, '#bbox': 1})	singleton_obj	house
2337876	2524396	person	woman.n.01	http://object-naming-amore.upf.edu//2337876_2524396_seed_ambiguous.png	Counter({'man': 4, '#bbox': 3, '#occlusion': 2})	seed_ambiguous	woman
2347616	3002006	food, nutrient	dish.n.02	http://object-naming-amore.upf.edu//2347616_3002006_seed_ambiguous.png	Counter({'sandwich': 6, '#occlusion': 2, 'sandwhich': 1})	seed_ambiguous	sandwich
2323420	3211096	instrumentality, instrumentation	furnishing.n.02	http://object-naming-amore.upf.edu//2323420_3211096_singleton_obj.png	Counter({'bed': 9})	singleton_obj	bed
2402855	385723	instrumentality, instrumentation	furnishing.n.02	http://object-naming-amore.upf.edu//2402855_385723_singleton_obj.png	Counter({'bed': 9})	singleton_obj	bed
2348138	3346575	person	woman.n.01	http://object-naming-amore.upf.edu//2348138_3346575_singleton_obj.png	Counter({'woman': 6, 'tennis player': 2, 'player': 1})	singleton_obj	woman
2367387	1768710	vehicle	car.n.01	http://object-naming-amore.upf.edu//2367387_1768710_singleton_obj.png	Counter({'car': 6, 'hood': 1, 'vehicle': 1, '#occlusion': 1})	singleton_obj	car
2409456	241417	instrumentality, instrumentation	furnishing.n.02	http://object-naming-amore.upf.edu//2409456_241417_seed_ambiguous.png	Counter({'couch': 3, 'sofa': 3, 'legs': 1, '#occlusion': 1, 'cushions': 1})	seed_ambiguous	couch
2323078	3393580	animal	ungulate.n.01	http://object-naming-amore.upf.edu//2323078_3393580_singleton_obj.png	Counter({'cow': 9})	singleton_obj	cow
2387447	1275904	instrumentality, instrumentation	furnishing.n.02	http://object-naming-amore.upf.edu//2387447_1275904_singleton_obj.png	Counter({'rug': 6, 'bed': 2, 'carpet': 1})	singleton_obj	carpet
2363721	762729	structure, construction	shelter.n.01	http://object-naming-amore.upf.edu//2363721_762729_supercat_unique.png	Counter({'#bbox': 5, '#occlusion': 2, 'tent': 1, 'water': 1})	supercat_unique	tent
2332817	3319984	person	man.n.01	http://object-naming-amore.upf.edu//2332817_3319984_seed_ambiguous.png	Counter({'man': 9})	seed_ambiguous	man
2372959	2402554	instrumentality, instrumentation	furnishing.n.02	http://object-naming-amore.upf.edu//2372959_2402554_singleton_obj.png	Counter({'shelf': 3, 'shelving': 2, 'entertainment center': 1, '#occlusion': 1, 'television': 1, 'rack': 1})	singleton_obj	bookcase
2374148	1948793	food, nutrient	dish.n.02	http://object-naming-amore.upf.edu//2374148_1948793_singleton_obj.png	Counter({'pizza': 8, 'food': 1})	singleton_obj	pizza
150474	3798816	person	athlete.n.01	http://object-naming-amore.upf.edu//150474_3798816_supercat_ambiguous.png	Counter({'man': 4, 'skater': 3, 'skateboarder': 2})	supercat_ambiguous	skater
2410949	1084390	article of clothing	shirt.n.01	http://object-naming-amore.upf.edu//2410949_1084390_singleton_obj.png	Counter({'shirt': 6, '#bbox': 1, '#occlusion': 1, 'beard': 1})	singleton_obj	shirt
2409814	363060	vehicle	motorcycle.n.01	http://object-naming-amore.upf.edu//2409814_363060_singleton_obj.png	Counter({'motorcycle': 5, '#bbox': 1, 'motor cycle': 1, 'bike': 1, 'road': 1})	singleton_obj	motorcycle
2319379	2948822	animal	ungulate.n.01	http://object-naming-amore.upf.edu//2319379_2948822_singleton_obj.png	Counter({'cow': 9})	singleton_obj	cow
2346068	2077466	instrumentality, instrumentation	furnishing.n.02	http://object-naming-amore.upf.edu//2346068_2077466_singleton_obj.png	Counter({'sofa': 3, 'couch': 2, 'bed': 2, '#occlusion': 1, 'chair': 1})	singleton_obj	couch
2403860	379755	person	woman.n.01	http://object-naming-amore.upf.edu//2403860_379755_singleton_obj.png	Counter({'woman': 4, '#occlusion': 3, 'couch': 1, 'couple': 1})	singleton_obj	woman
2353227	3184193	person	man.n.01	http://object-naming-amore.upf.edu//2353227_3184193_singleton_obj.png	Counter({'man': 7, 'surfer': 1, 'windsurfer': 1})	singleton_obj	man
2344652	3914395	tableware	crockery.n.01	http://object-naming-amore.upf.edu//2344652_3914395_supercat_unique.png	Counter({'plate': 5, '#bbox': 1, 'dessert': 1, 'food': 1, 'bowl': 1})	supercat_unique	dish
2372587	591150	vehicle	car.n.01	http://object-naming-amore.upf.edu//2372587_591150_singleton_obj.png	Counter({'car': 9})	singleton_obj	car
2388550	672658	food, nutrient	dish.n.02	http://object-naming-amore.upf.edu//2388550_672658_singleton_obj.png	Counter({'pizza': 9})	singleton_obj	pizza
2373617	588378	instrumentality, instrumentation	furnishing.n.02	http://object-naming-amore.upf.edu//2373617_588378_singleton_obj.png	Counter({'bed': 4, '#occlusion': 2, 'couch': 1, 'bench': 1, 'chaise': 1})	singleton_obj	bed
2356079	823764	vehicle	train.n.01	http://object-naming-amore.upf.edu//2356079_823764_singleton_obj.png	Counter({'train': 8, 'subway': 1})	singleton_obj	train
2351712	2537831	article of clothing	dress.n.01	http://object-naming-amore.upf.edu//2351712_2537831_supercat_unique.png	Counter({'kimono': 6, 'dress': 3})	supercat_unique	dress
2360212	1726709	instrumentality, instrumentation	furnishing.n.02	http://object-naming-amore.upf.edu//2360212_1726709_singleton_obj.png	Counter({'bed': 9})	singleton_obj	bed
2399313	1170528	instrumentality, instrumentation	vessel.n.03	http://object-naming-amore.upf.edu//2399313_1170528_supercat_unique.png	Counter({'vase': 9})	supercat_unique	vase
2391068	491831	person	man.n.01	http://object-naming-amore.upf.edu//2391068_491831_singleton_obj.png	Counter({'man': 6, 'skiier': 1, 'teenager': 1, 'person': 1})	singleton_obj	man
2402269	391159	person	woman.n.01	http://object-naming-amore.upf.edu//2402269_391159_seed_ambiguous.png	Counter({'woman': 4, '#occlusion': 2, 'family': 1, '#bbox': 1, 'woman and child': 1})	seed_ambiguous	person
2368563	745928	animal	dog.n.01	http://object-naming-amore.upf.edu//2368563_745928_singleton_obj.png	Counter({'dog': 8, 'cat': 1})	singleton_obj	dog
2341586	941401	vehicle	car.n.01	http://object-naming-amore.upf.edu//2341586_941401_singleton_obj.png	Counter({'train': 8, 'truck': 1})	singleton_obj	car
2371043	2681028	article of clothing	dress.n.01	http://object-naming-amore.upf.edu//2371043_2681028_supercat_unique.png	Counter({'dress': 9})	supercat_unique	dress
2324637	3418500	food, solid food	baked_goods.n.01	http://object-naming-amore.upf.edu//2324637_3418500_seed_ambiguous.png	Counter({'sandwich': 8, 'sandwhich': 1})	seed_ambiguous	bun
2403342	354261	animal	feline.n.01	http://object-naming-amore.upf.edu//2403342_354261_singleton_obj.png	Counter({'cat': 8, '#occlusion': 1})	singleton_obj	cat
2356069	823888	instrumentality, instrumentation	furnishing.n.02	http://object-naming-amore.upf.edu//2356069_823888_supercat_unique.png	Counter({'dog': 9})	supercat_unique	couch
2409829	232562	vehicle	train.n.01	http://object-naming-amore.upf.edu//2409829_232562_singleton_obj.png	Counter({'train': 9})	singleton_obj	train
2417754	3253981	person	male_child.n.01	http://object-naming-amore.upf.edu//2417754_3253981_singleton_obj.png	Counter({'man': 4, 'skater': 3, 'guy': 1, 'skateboarder': 1})	singleton_obj	boy
2358594	2651335	instrumentality, instrumentation	furnishing.n.02	http://object-naming-amore.upf.edu//2358594_2651335_seed_ambiguous.png	Counter({'#occlusion': 2, 'carpet': 2, 'floor': 2, 'tables': 1, '#bbox': 1, 'desk': 1})	seed_ambiguous	carpet
2381241	1338149	article of clothing	shirt.n.01	http://object-naming-amore.upf.edu//2381241_1338149_singleton_obj.png	Counter({'shirt': 8, 'tshirt': 1})	singleton_obj	shirt
713663	1587308	instrumentality, instrumentation	furnishing.n.02	http://object-naming-amore.upf.edu//713663_1587308_singleton_obj.png	Counter({'desk': 8, '#occlusion': 1})	singleton_obj	desk
3852	1654347	vehicle	car.n.01	http://object-naming-amore.upf.edu//3852_1654347_singleton_obj.png	Counter({'car': 9})	singleton_obj	suv
2367637	3873012	food, solid food	baked_goods.n.01	http://object-naming-amore.upf.edu//2367637_3873012_singleton_obj.png	Counter({'cake': 9})	singleton_obj	cake
2375140	723467	animal	feline.n.01	http://object-naming-amore.upf.edu//2375140_723467_supercat_unique.png	Counter({'cat': 9})	supercat_unique	cat
2357180	2167010	tableware	crockery.n.01	http://object-naming-amore.upf.edu//2357180_2167010_supercat_unique.png	Counter({'pizza': 5, 'plate': 4})	supercat_unique	dish
2409548	239418	animal	horse.n.01	http://object-naming-amore.upf.edu//2409548_239418_seed_ambiguous.png	Counter({'horse': 8, 'horses': 1})	seed_ambiguous	horse
2329486	2796087	article of clothing	overgarment.n.01	http://object-naming-amore.upf.edu//2329486_2796087_supercat_unique.png	Counter({'jacket': 8, '#bbox': 1})	supercat_unique	jacket
2374658	2550073	instrumentality, instrumentation	furnishing.n.02	http://object-naming-amore.upf.edu//2374658_2550073_seed_ambiguous.png	Counter({'couch': 2, 'cushion': 2, 'cat': 1, 'sofa': 1, '#occlusion': 1, 'blanket': 1, 'armchair': 1})	seed_ambiguous	sofa
