assignmentid,rating_mean,color_mean,n_annotations,correct1_count,correct1_sum,correct2_count,correct2_sum,correct3_count,correct3_sum,correct3_<lambda>,control_score,control_score-filtered,n_controls,n_correct,n_controls-filtered,hitid,requesterannotation,control_score_mturk,workerid,errors_mturk,n_controls_mturk,n_correct_mturk,decision1,decision2,executed1,executed2,explanation,mistakes,n_mistakes
39LOEL67OS5BZAD0ZQLHDH1J4LO837,0.4444444444444444,0.2222222222222222,27,10,10.0,6,6.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,16,16.0,16,301KG0KX9CLCLJKH8SWHJ0T2ZIS2HO,../1_pre-pilot/verification_round1_amt.csv_35,1.0,worker0,[''],16,16,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3EF8EXOTT1V49OV43Q4PEEV0MD6J1E,0.5,0.32142857142857145,28,14,13.0,9,9.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9565217391304348,1.0,23,22.0,22,337F8MIIMZDBDXT8EY8K6NRJXFQ04K,../1_pre-pilot/verification_round1_amt.csv_122,0.9565217391304348,worker0,['2-1-rand1'],23,22,approve,bonus,False,False,"good enough assignment, bonus because very good assignment","[""http://object-naming-amore.upf.edu//2354896_2582712_supercat_unique.png - doorway: must be 'other'; you said 'named object misinterpreted'""]",1
35BLDD71I6XAVFG6SQR09WQ6UERZV3,0.37037037037037035,0.4444444444444444,27,11,11.0,7,7.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,18,18.0,18,3LVTFB9DE5IFD6RRQX40UIF40NSQGO,../1_pre-pilot/verification_round1_amt.csv_30,1.0,worker0,[''],18,18,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3IFS6Q0HJIJ88XASYRY9YE39ZXSSIR,0.48148148148148145,0.3333333333333333,27,13,13.0,7,7.0,1,1.0,"[nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,21,21.0,21,3MVY4USGB6N5MDCZ8PT8AU7LXO5ISX,../1_pre-pilot/verification_round1_amt.csv_39,1.0,worker0,[''],21,21,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
38SKSKU7R1XL4KF2EI18MSPE77GIL7,0.35714285714285715,0.32142857142857145,28,15,15.0,9,8.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9583333333333334,0.9583333333333334,24,23.0,24,335VBRURDJ0B1TEE303Q8K43D8UE9W,../1_pre-pilot/verification_round1_amt.csv_216,0.9583333333333334,worker0,['1-3-0-rand2'],24,23,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2357249_813569_singleton_obj.png - pokemon: you erroneously gave this the same color as ['pokemon', 'horses', 'horse']""]",1
3QY7M81QH7MDVUGOARLAG3MQ4SP7KP,0.4642857142857143,0.32142857142857145,28,12,11.0,6,6.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9444444444444444,0.9444444444444444,18,17.0,18,3NCN4N1H1GHYJS6OUJK5PDT2F0YBNS,../1_pre-pilot/verification_round1_amt.csv_209,0.9444444444444444,worker0,['2-0-alt0'],18,17,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2328110_3019425_supercat_ambiguous.png - rectangles: must be 'bounding box error'; you said 'adequate'""]",1
3TAYZSBPLL84XCWQ9ODHBYWSA2S2SP,0.35714285714285715,0.35714285714285715,28,12,10.0,8,7.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.85,0.85,20,17.0,20,32K26U12DNO46UDHA6X2UKBF4OVVDJ,../1_pre-pilot/verification_round1_amt.csv_109,0.85,worker0,"['2-3-rand1', '2-3-0-rand2', '5-3-typo-jacket0']",20,17,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2340041_2137546_supercat_ambiguous.png - jaccket: must be 'linguistic'; you said 'adequate'"", ""http://object-naming-amore.upf.edu//2399552_3819213_singleton_obj.png - flops: must be 'other'; you said linguistic"", ""http://object-naming-amore.upf.edu//2399552_3819213_singleton_obj.png - flops: you erroneously gave this the same color as ['flops', 'floor', 'carpet', 'rug']""]",3
3SPJ03342131ZU67FFBYS16AT2OYJ8,0.5714285714285714,0.21428571428571427,28,10,9.0,6,6.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9375,0.9375,16,15.0,16,3P458N04Q1H979KWDWE3MMHWN8XX2Y,../1_pre-pilot/verification_round1_amt.csv_242,0.9375,worker0,['4-5-pos0'],16,15,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2381433_704674_singleton_obj.png - boat: must be vg_majority; you said 'named object misinterpreted'""]",1
3EQHHY4HQSST646MW7LYKRG1655G58,0.6428571428571429,0.32142857142857145,28,10,10.0,5,5.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,15,15.0,15,31YWE12TE0CGTAH2J8VYIDY4YOJX7E,../1_pre-pilot/verification_round1_amt.csv_267,1.0,worker0,[''],15,15,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3QBD8R3Z21JZ2YJK6LFWK8JPXV04OD,0.5,0.4642857142857143,28,11,11.0,5,5.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,16,16.0,16,3QD8LUVX4XY1663JVFG1KTK87IOX5Z,../1_pre-pilot/verification_round1_amt.csv_263,1.0,worker0,[''],16,16,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3LEIZ60CDJZCY833PPM4HE193QUZ9H,0.8148148148148148,0.7037037037037037,27,10,10.0,6,6.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,16,16.0,16,3QI9WAYOGQBPTTHY6OKJDRHGOYTS6Y,../1_pre-pilot/verification_round1_amt.csv_18,1.0,worker0,[''],16,16,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
