vg_img_id	vg_object_id	sample_type	synset	obj_name	cat	url	responses
2343415	923857	singleton_obj	motorcycle.n.01	motorcycle	vehicle	http://object-naming-amore.upf.edu//2343415_923857_singleton_obj.png	Counter({'motorcycle': 8, 'motor vechile': 1})
2335260	2446353	supercat_unique	overgarment.n.01	jacket	article of clothing	http://object-naming-amore.upf.edu//2335260_2446353_supercat_unique.png	Counter({'desk': 3, 'sweater': 2, 'jaket': 1, 'person': 1, 'laptop': 1, 'shirt': 1})
2391600	1239631	supercat_unique	baked_goods.n.01	bread	food, solid food	http://object-naming-amore.upf.edu//2391600_1239631_supercat_unique.png	Counter({'hotdog': 4, 'sandwich': 3, 'hot dog': 1, 'burger': 1})
2415484	3137231	singleton_obj	aircraft.n.01	airplane	vehicle	http://object-naming-amore.upf.edu//2415484_3137231_singleton_obj.png	Counter({'plane': 4, 'airplane': 4, 'jetliner': 1})
2317863	1016673	supercat_unique	feline.n.01	cat	animal	http://object-naming-amore.upf.edu//2317863_1016673_supercat_unique.png	Counter({'cat': 9})
2394038	1214750	supercat_unique	furnishing.n.02	cabinet	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2394038_1214750_supercat_unique.png	Counter({'cabinet': 5, 'cupboard': 1, 'kitchen cabinet': 1, 'wooden table': 1, 'built-in': 1})
2413574	170779	singleton_obj	restaurant.n.01	restaurant	structure, construction	http://object-naming-amore.upf.edu//2413574_170779_singleton_obj.png	Counter({'window': 2, 'store': 2, 'storefront': 2, 'store front': 1, 'patio': 1, 'pole': 1})
2381305	705610	singleton_obj	furnishing.n.02	table	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2381305_705610_singleton_obj.png	Counter({'desk': 6, 'table top': 1, 'laptop': 1, 'desktop': 1})
2385586	3707835	singleton_obj	man.n.01	guy	person	http://object-naming-amore.upf.edu//2385586_3707835_singleton_obj.png	Counter({'man': 5, 'gamer': 1, 'boy': 1, 'player': 1, 'shirt': 1})
2403003	1128968	singleton_obj	man.n.01	man	person	http://object-naming-amore.upf.edu//2403003_1128968_singleton_obj.png	Counter({'tennis player': 5, 'man': 2, 'player': 1, 'shorts': 1})
2402752	386790	singleton_obj	furnishing.n.02	bed	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2402752_386790_singleton_obj.png	Counter({'bed': 9})
2323871	3010309	singleton_obj	bird.n.01	bird	animal	http://object-naming-amore.upf.edu//2323871_3010309_singleton_obj.png	Counter({'bird': 9})
2373997	1676199	singleton_obj	furnishing.n.02	desk	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2373997_1676199_singleton_obj.png	Counter({'desk': 6, 'table': 3})
2352490	853743	singleton_obj	vessel.n.03	bowl	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2352490_853743_singleton_obj.png	Counter({'bowl': 7, 'plate': 2})
2366945	1824221	singleton_obj	dog.n.01	dog	animal	http://object-naming-amore.upf.edu//2366945_1824221_singleton_obj.png	Counter({'bear': 5, 'polar bear': 3, 'dog': 1})
2315589	1055657	supercat_unique	furnishing.n.02	chair	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2315589_1055657_supercat_unique.png	Counter({'chair': 8, 'person': 1})
2373941	1675138	singleton_obj	motorcycle.n.01	motorcycle	vehicle	http://object-naming-amore.upf.edu//2373941_1675138_singleton_obj.png	Counter({'motorcycle': 7, 'bike': 1, 'dirt bike': 1})
2397857	430052	supercat_unique	shirt.n.01	shirt	article of clothing	http://object-naming-amore.upf.edu//2397857_430052_supercat_unique.png	Counter({'shirt': 8, 'tshirt': 1})
2405357	332756	supercat_ambiguous	woman.n.01	woman	person	http://object-naming-amore.upf.edu//2405357_332756_supercat_ambiguous.png	Counter({'woman': 6, 'shirt': 1, 'women': 1, 'earring': 1})
2320834	2845952	supercat_unique	dish.n.02	sandwich	food, nutrient	http://object-naming-amore.upf.edu//2320834_2845952_supercat_unique.png	Counter({'hotdog': 7, 'food': 1, 'hot dog': 1})
2365444	3884318	singleton_obj	furnishing.n.02	counter	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2365444_3884318_singleton_obj.png	Counter({'sink': 6, 'countertop': 1, 'counter': 1, 'vanity': 1})
2378467	3669466	singleton_obj	woman.n.01	woman	person	http://object-naming-amore.upf.edu//2378467_3669466_singleton_obj.png	Counter({'woman': 3, 'snowboarder': 2, 'ski attire': 1, 'snow boarder': 1, 'women': 1, 'person': 1})
2357728	809283	supercat_unique	restaurant.n.01	grill	structure, construction	http://object-naming-amore.upf.edu//2357728_809283_supercat_unique.png	Counter({'grill': 9})
2357842	3550578	singleton_obj	boat.n.01	boat	vehicle	http://object-naming-amore.upf.edu//2357842_3550578_singleton_obj.png	Counter({'building': 5, 'boat': 3, 'house': 1})
2412329	196946	singleton_obj	motorcycle.n.01	motorcycle	vehicle	http://object-naming-amore.upf.edu//2412329_196946_singleton_obj.png	Counter({'motorcycle': 9})
2324581	2798490	singleton_obj	furnishing.n.02	bench	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2324581_2798490_singleton_obj.png	Counter({'bench': 8, 'flower vase': 1})
2379644	1355701	singleton_obj	furnishing.n.02	table	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2379644_1355701_singleton_obj.png	Counter({'table': 6, 'plate': 1, 'broccoli': 1, 'tabletop': 1})
2402720	1132429	supercat_unique	shirt.n.01	shirt	article of clothing	http://object-naming-amore.upf.edu//2402720_1132429_supercat_unique.png	Counter({'shirt': 9})
2403901	348114	singleton_obj	bird.n.01	bird	animal	http://object-naming-amore.upf.edu//2403901_348114_singleton_obj.png	Counter({'bird': 7, 'eagle': 2})
2386060	1289833	seed_ambiguous	dish.n.02	sandwich	food, nutrient	http://object-naming-amore.upf.edu//2386060_1289833_seed_ambiguous.png	Counter({'sandwich': 7, 'sandwhich': 1, 'subway': 1})
2369419	2024649	seed_ambiguous	baked_goods.n.01	toast	food, solid food	http://object-naming-amore.upf.edu//2369419_2024649_seed_ambiguous.png	Counter({'breakfast': 2, 'sandwich': 2, 'toast': 2, 'bread': 2, 'food': 1})
2409608	237978	singleton_obj	truck.n.01	truck	vehicle	http://object-naming-amore.upf.edu//2409608_237978_singleton_obj.png	Counter({'truck': 5, 'pickup truck': 2, 'car': 1, 'wheel': 1})
2356475	3047900	singleton_obj	child.n.01	child	person	http://object-naming-amore.upf.edu//2356475_3047900_singleton_obj.png	Counter({'person': 4, 'girl': 2, 'computer': 1, 'laptop': 1, 'child': 1})
2400462	408546	supercat_unique	dog.n.01	dog	animal	http://object-naming-amore.upf.edu//2400462_408546_supercat_unique.png	Counter({'dog': 7, 'dogs': 1, 'pant': 1})
2411177	1082006	singleton_obj	horse.n.01	horse	animal	http://object-naming-amore.upf.edu//2411177_1082006_singleton_obj.png	Counter({'horse': 8, 'belt': 1})
2339491	951306	singleton_obj	furnishing.n.02	carpet	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2339491_951306_singleton_obj.png	Counter({'floor': 2, 'carpet': 2, 'picture': 1, 'television': 1, 'screen': 1, 'toothbrush': 1, 'cat': 1})
2334451	3012882	singleton_obj	headdress.n.01	cap	article of clothing	http://object-naming-amore.upf.edu//2334451_3012882_singleton_obj.png	Counter({'hat': 6, 'cap': 2, 'baseball cap': 1})
2393244	473764	singleton_obj	horse.n.01	horse	animal	http://object-naming-amore.upf.edu//2393244_473764_singleton_obj.png	Counter({'horse': 8, 'belt': 1})
2358379	803405	seed_ambiguous	woman.n.01	girl	person	http://object-naming-amore.upf.edu//2358379_803405_seed_ambiguous.png	Counter({'person': 1, 'baller': 1, 'people': 1, 'woman': 1, 'players': 1, 'girl': 1, 'shoe': 1, 'jersey': 1, 'child': 1})
2382229	1330122	singleton_obj	vessel.n.03	bathtub	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2382229_1330122_singleton_obj.png	Counter({'tub': 4, 'bathtub': 3, 'bath tub': 1, 'bathtube': 1})
2402487	1135459	singleton_obj	horse.n.01	horse	animal	http://object-naming-amore.upf.edu//2402487_1135459_singleton_obj.png	Counter({'horse': 9})
2331722	971391	singleton_obj	woman.n.01	woman	person	http://object-naming-amore.upf.edu//2331722_971391_singleton_obj.png	Counter({'tennis player': 4, 'woman': 3, 'person': 1, 'player': 1})
2365220	1944851	seed_ambiguous	aircraft.n.01	aircraft	vehicle	http://object-naming-amore.upf.edu//2365220_1944851_seed_ambiguous.png	Counter({'plane': 5, 'jet': 2, 'airplane': 2})
2373459	2567767	supercat_unique	vessel.n.03	bowl	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2373459_2567767_supercat_unique.png	Counter({'bowl': 9})
2347958	2689490	seed_ambiguous	furnishing.n.02	rug	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2347958_2689490_seed_ambiguous.png	Counter({'rug': 4, 'chair legs': 2, 'carpet': 1, 'chair wheels': 1, 'stem': 1})
2321367	1048099	singleton_obj	train.n.01	train	vehicle	http://object-naming-amore.upf.edu//2321367_1048099_singleton_obj.png	Counter({'train': 9})
2365166	2464317	singleton_obj	feline.n.01	cat	animal	http://object-naming-amore.upf.edu//2365166_2464317_singleton_obj.png	Counter({'cat': 9})
2396231	446669	singleton_obj	male_child.n.01	boy	person	http://object-naming-amore.upf.edu//2396231_446669_singleton_obj.png	Counter({'skateboarder': 4, 'skater': 3, 'person': 1, 'man': 1})
2358846	798669	singleton_obj	baked_goods.n.01	cake	food, solid food	http://object-naming-amore.upf.edu//2358846_798669_singleton_obj.png	Counter({'cake': 9})
235	1062791	supercat_unique	overgarment.n.01	blouse	article of clothing	http://object-naming-amore.upf.edu//235_1062791_supercat_unique.png	Counter({'shirt': 7, 'blouse': 1, 'clothing': 1})
2372219	2683892	supercat_unique	athlete.n.01	batter	person	http://object-naming-amore.upf.edu//2372219_2683892_supercat_unique.png	Counter({'man': 6, 'person': 1, 'cap': 1, 'player': 1})
