vg_img_id	vg_object_id	sample_type	synset	obj_name	cat	url	responses
2387280	1277479	supercat_unique	furnishing.n.02	bed	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2387280_1277479_supercat_unique.png	Counter({'bed': 4, 'mattress': 3, 'matress': 1, 'daybed': 1})
2367486	1832647	singleton_obj	vessel.n.03	bowl	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2367486_1832647_singleton_obj.png	Counter({'toilet': 5, 'bowl': 1, 'toilet bowl': 1, 'toilet seat': 1, 'seat': 1})
2392965	475902	singleton_obj	bird.n.01	hen	animal	http://object-naming-amore.upf.edu//2392965_475902_singleton_obj.png	Counter({'bird': 4, 'chick': 1, 'turkey': 1, 'hen': 1, 'chicken': 1, 'ostrich': 1})
1592926	3711568	singleton_obj	car.n.01	car	vehicle	http://object-naming-amore.upf.edu//1592926_3711568_singleton_obj.png	Counter({'car': 6, 'suv': 2, 'boy': 1})
2353100	849462	singleton_obj	furnishing.n.02	bench	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2353100_849462_singleton_obj.png	Counter({'bench': 9})
2350743	865724	supercat_unique	feline.n.01	cat	animal	http://object-naming-amore.upf.edu//2350743_865724_supercat_unique.png	Counter({'cat': 9})
2339216	3252075	supercat_unique	shirt.n.01	shirt	article of clothing	http://object-naming-amore.upf.edu//2339216_3252075_supercat_unique.png	Counter({'shirt': 8, 'clothing': 1})
2355997	824575	singleton_obj	furnishing.n.02	chair	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2355997_824575_singleton_obj.png	Counter({'chair': 5, 'couch': 2, 'armchair': 1, 'sofa': 1})
2320667	3023229	supercat_ambiguous	vegetable.n.01	vegetable	food, nutrient	http://object-naming-amore.upf.edu//2320667_3023229_supercat_ambiguous.png	Counter({'sandwich': 4, 'food': 3, 'salad': 1, 'burger': 1})
2382273	1329788	singleton_obj	man.n.01	man	person	http://object-naming-amore.upf.edu//2382273_1329788_singleton_obj.png	Counter({'skater': 3, 'man': 3, 'person': 2, 'skateboarder': 1})
2335107	2025630	supercat_ambiguous	car.n.01	car	vehicle	http://object-naming-amore.upf.edu//2335107_2025630_supercat_ambiguous.png	Counter({'train': 6, 'locomotive': 2, 'engine': 1})
2354481	3777152	singleton_obj	boat.n.01	boat	vehicle	http://object-naming-amore.upf.edu//2354481_3777152_singleton_obj.png	Counter({'boat': 9})
2348968	1752545	supercat_unique	bridge.n.01	bridge	structure, construction	http://object-naming-amore.upf.edu//2348968_1752545_supercat_unique.png	Counter({'bridge': 7, 'overpass': 2})
2407788	273522	singleton_obj	dish.n.02	pizza	food, nutrient	http://object-naming-amore.upf.edu//2407788_273522_singleton_obj.png	Counter({'pizza': 9})
2408699	256631	singleton_obj	woman.n.01	girl	person	http://object-naming-amore.upf.edu//2408699_256631_singleton_obj.png	Counter({'woman': 4, 'tennis player': 3, 'player': 2})
2347410	891045	singleton_obj	furnishing.n.02	bed	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2347410_891045_singleton_obj.png	Counter({'bed': 7, 'sheet': 1, 'mattress': 1})
2370105	3860151	singleton_obj	boat.n.01	boat	vehicle	http://object-naming-amore.upf.edu//2370105_3860151_singleton_obj.png	Counter({'boat': 5, 'tarp': 2, 'canopy': 1, 'tent': 1})
2324421	2920043	singleton_obj	ungulate.n.01	cow	animal	http://object-naming-amore.upf.edu//2324421_2920043_singleton_obj.png	Counter({'cow': 9})
2356649	1736077	supercat_unique	shirt.n.01	shirt	article of clothing	http://object-naming-amore.upf.edu//2356649_1736077_supercat_unique.png	Counter({'t-shirt': 4, 'shirt': 4, 'tshirt': 1})
2349593	873499	singleton_obj	furnishing.n.02	desk	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2349593_873499_singleton_obj.png	Counter({'desk': 8, 'desktop': 1})
2407451	366915	singleton_obj	lamp.n.01	lamp	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2407451_366915_singleton_obj.png	Counter({'lamp': 9})
2391096	1243867	singleton_obj	male_child.n.01	child	person	http://object-naming-amore.upf.edu//2391096_1243867_singleton_obj.png	Counter({'boy': 5, 'child': 2, 'tot': 1, 'baby': 1})
2329031	3011671	supercat_unique	baked_goods.n.01	bread	food, solid food	http://object-naming-amore.upf.edu//2329031_3011671_supercat_unique.png	Counter({'sandwich': 4, 'hotdog': 2, 'food': 2, 'hot dog': 1})
2417822	3430356	singleton_obj	ungulate.n.01	cow	animal	http://object-naming-amore.upf.edu//2417822_3430356_singleton_obj.png	Counter({'cow': 8, 'dog': 1})
2346909	895452	singleton_obj	furnishing.n.02	bed	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2346909_895452_singleton_obj.png	Counter({'bed': 9})
2349554	2119793	supercat_unique	dress.n.01	dress	article of clothing	http://object-naming-amore.upf.edu//2349554_2119793_supercat_unique.png	Counter({'shirt': 2, 'woman': 2, 'clothing': 1, 'tunic': 1, 'top': 1, 'jacket': 1, 'shawl': 1})
713004	1577513	singleton_obj	male_child.n.01	boy	person	http://object-naming-amore.upf.edu//713004_1577513_singleton_obj.png	Counter({'skateboarder': 4, 'boy': 3, 'skater': 1, 'person': 1})
2402432	389588	supercat_unique	motorcycle.n.01	motorbike	vehicle	http://object-naming-amore.upf.edu//2402432_389588_supercat_unique.png	Counter({'scooter': 5, 'motorcycle': 3, 'moped': 1})
2351200	2657199	singleton_obj	furnishing.n.02	couch	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2351200_2657199_singleton_obj.png	Counter({'couch': 6, 'bed': 2, 'sofa': 1})
2379493	552492	singleton_obj	car.n.01	car	vehicle	http://object-naming-amore.upf.edu//2379493_552492_singleton_obj.png	Counter({'car': 5, 'police officer': 1, 'police': 1, 'vehicle': 1, 'window': 1})
2361763	779635	singleton_obj	aircraft.n.01	plane	vehicle	http://object-naming-amore.upf.edu//2361763_779635_singleton_obj.png	Counter({'plane': 4, 'airplane': 3, 'jet': 1, 'relic': 1})
2362485	773904	supercat_ambiguous	foodstuff.n.02	cheese	food, nutrient	http://object-naming-amore.upf.edu//2362485_773904_supercat_ambiguous.png	Counter({'pizza': 9})
2362978	1041583	singleton_obj	aircraft.n.01	plane	vehicle	http://object-naming-amore.upf.edu//2362978_1041583_singleton_obj.png	Counter({'airplane': 4, 'plane': 3, 'jet': 1, 'jetliner': 1})
2325325	3196587	supercat_unique	furnishing.n.02	couch	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2325325_3196587_supercat_unique.png	Counter({'bed': 3, 'blanket': 2, 'seat': 1, 'couch': 1, 'cushion': 1, 'cloth': 1})
2362510	3749927	singleton_obj	tool.n.01	knife	tool	http://object-naming-amore.upf.edu//2362510_3749927_singleton_obj.png	Counter({'knife': 9})
2376098	1870592	singleton_obj	woman.n.01	woman	person	http://object-naming-amore.upf.edu//2376098_1870592_singleton_obj.png	Counter({'woman': 8, 'brusher': 1})
2408971	251431	singleton_obj	ungulate.n.01	cow	animal	http://object-naming-amore.upf.edu//2408971_251431_singleton_obj.png	Counter({'cow': 9})
2369263	612717	singleton_obj	horse.n.01	horse	animal	http://object-naming-amore.upf.edu//2369263_612717_singleton_obj.png	Counter({'horse': 7, 'jumper': 1, 'show jumper': 1})
2374923	3843173	supercat_unique	overgarment.n.01	jacket	article of clothing	http://object-naming-amore.upf.edu//2374923_3843173_supercat_unique.png	Counter({'sweater': 6, 'man': 1, 'drunk': 1, 'jacket': 1})
2363911	1941851	singleton_obj	furnishing.n.02	bed	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2363911_1941851_singleton_obj.png	Counter({'bed': 7, 'mattress': 2})
2357835	2932559	supercat_unique	horse.n.01	horse	animal	http://object-naming-amore.upf.edu//2357835_2932559_supercat_unique.png	Counter({'horse': 9})
2328239	978401	singleton_obj	bridge.n.01	bridge	structure, construction	http://object-naming-amore.upf.edu//2328239_978401_singleton_obj.png	Counter({'bridge': 8, 'elevated rail': 1})
2337896	3254145	singleton_obj	train.n.01	train	vehicle	http://object-naming-amore.upf.edu//2337896_3254145_singleton_obj.png	Counter({'train': 9})
2373193	1771132	supercat_unique	furnishing.n.02	cabinet	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2373193_1771132_supercat_unique.png	Counter({'counter': 8, 'desktop': 1})
2389947	501429	seed_ambiguous	baked_goods.n.01	donut	food, solid food	http://object-naming-amore.upf.edu//2389947_501429_seed_ambiguous.png	Counter({'donut': 5, 'doughnut': 2, 'food': 1, 'bagel': 1})
2402877	3816173	singleton_obj	overgarment.n.01	jacket	article of clothing	http://object-naming-amore.upf.edu//2402877_3816173_singleton_obj.png	Counter({'jacket': 5, 'suit': 4})
2391636	487433	supercat_unique	male_child.n.01	boy	person	http://object-naming-amore.upf.edu//2391636_487433_supercat_unique.png	Counter({'boy': 3, 'woman': 2, 'person': 2, 'child': 1, 'girl': 1})
2368913	615276	singleton_obj	furnishing.n.02	desk	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2368913_615276_singleton_obj.png	Counter({'desk': 8, 'table': 1})
2346565	2015818	supercat_unique	car.n.01	car	vehicle	http://object-naming-amore.upf.edu//2346565_2015818_supercat_unique.png	Counter({'car': 9})
2366828	2401068	singleton_obj	horse.n.01	horse	animal	http://object-naming-amore.upf.edu//2366828_2401068_singleton_obj.png	Counter({'horse': 9})
2366097	3273363	supercat_unique	man.n.01	man	person	http://object-naming-amore.upf.edu//2366097_3273363_supercat_unique.png	Counter({'man': 3, 'diner': 1, 'booth': 1, 'people': 1, 'diners': 1, 'bench': 1, 'person': 1})
1593035	1675602	singleton_obj	dog.n.01	dog	animal	http://object-naming-amore.upf.edu//1593035_1675602_singleton_obj.png	Counter({'dog': 4, 'statue': 2, 'artwork': 1, 'bulldog': 1, 'float': 1})
2326547	3245758	singleton_obj	kitchen_utensil.n.01	pan	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2326547_3245758_singleton_obj.png	Counter({'pan': 7, 'skillet': 1, 'eggs': 1})
2392354	1231074	supercat_ambiguous	overgarment.n.01	jacket	article of clothing	http://object-naming-amore.upf.edu//2392354_1231074_supercat_ambiguous.png	Counter({'jacket': 4, 'hoodie': 2, 'sweatshirt': 1, 'sweater': 1, 'shirt': 1})
2395244	1206800	singleton_obj	furnishing.n.02	rug	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2395244_1206800_singleton_obj.png	Counter({'rug': 8, 'carpet': 1})
2360745	2081531	singleton_obj	train.n.01	train	vehicle	http://object-naming-amore.upf.edu//2360745_2081531_singleton_obj.png	Counter({'train': 9})
2363001	769316	supercat_ambiguous	car.n.01	car	vehicle	http://object-naming-amore.upf.edu//2363001_769316_supercat_ambiguous.png	Counter({'train': 8, 'railcar': 1})
2403913	379493	singleton_obj	ungulate.n.01	giraffe	animal	http://object-naming-amore.upf.edu//2403913_379493_singleton_obj.png	Counter({'giraffe': 9})
2364484	2007984	supercat_unique	baked_goods.n.01	bun	food, solid food	http://object-naming-amore.upf.edu//2364484_2007984_supercat_unique.png	Counter({'hotdog': 7, 'hot dog': 2})
2417470	3316049	singleton_obj	woman.n.01	girl	person	http://object-naming-amore.upf.edu//2417470_3316049_singleton_obj.png	Counter({'girl': 5, 'woman': 3, 'person': 1})
2372665	735878	singleton_obj	athlete.n.01	skier	person	http://object-naming-amore.upf.edu//2372665_735878_singleton_obj.png	Counter({'skier': 5, 'person': 2, 'man': 1, 'woman': 1})
2357822	808267	singleton_obj	house.n.01	house	structure, construction	http://object-naming-amore.upf.edu//2357822_808267_singleton_obj.png	Counter({'house': 6, 'building': 3})
2388645	1267570	singleton_obj	furnishing.n.02	bed	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2388645_1267570_singleton_obj.png	Counter({'bed': 9})
2324331	3484101	supercat_unique	dish.n.02	salad	food, nutrient	http://object-naming-amore.upf.edu//2324331_3484101_supercat_unique.png	Counter({'salad': 8, 'food': 1})
2386500	681794	singleton_obj	boat.n.01	boat	vehicle	http://object-naming-amore.upf.edu//2386500_681794_singleton_obj.png	Counter({'boat': 7, 'ship': 2})
2334334	965556	supercat_unique	shirt.n.01	shirt	article of clothing	http://object-naming-amore.upf.edu//2334334_965556_supercat_unique.png	Counter({'shirt': 7, 'pullover': 1, 'poloshirt': 1})
2404411	342986	singleton_obj	woman.n.01	woman	person	http://object-naming-amore.upf.edu//2404411_342986_singleton_obj.png	Counter({'woman': 7, 'person': 2})
713936	1077088	singleton_obj	furnishing.n.02	carpet	instrumentality, instrumentation	http://object-naming-amore.upf.edu//713936_1077088_singleton_obj.png	Counter({'carpet': 5, 'floor': 3, 'carpeting': 1})
2412621	190440	singleton_obj	ungulate.n.01	sheep	animal	http://object-naming-amore.upf.edu//2412621_190440_singleton_obj.png	Counter({'sheep': 9})
2390326	1251567	singleton_obj	furnishing.n.02	carpeting	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2390326_1251567_singleton_obj.png	Counter({'carpet': 5, 'floor': 3, 'carpeting': 1})
2412183	201118	singleton_obj	furnishing.n.02	bed	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2412183_201118_singleton_obj.png	Counter({'bed': 8, 'bed frame': 1})
2381723	702428	singleton_obj	aircraft.n.01	aircraft	vehicle	http://object-naming-amore.upf.edu//2381723_702428_singleton_obj.png	Counter({'plane': 5, 'airplane': 3, 'aircraft': 1})
2366610	1737774	supercat_unique	shirt.n.01	shirt	article of clothing	http://object-naming-amore.upf.edu//2366610_1737774_supercat_unique.png	Counter({'shirt': 9})
2400567	1157289	singleton_obj	baked_goods.n.01	cake	food, solid food	http://object-naming-amore.upf.edu//2400567_1157289_singleton_obj.png	Counter({'doughnut': 5, 'donut': 4})
2336889	2282484	singleton_obj	furnishing.n.02	bed	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2336889_2282484_singleton_obj.png	Counter({'bed': 9})
2355063	833180	supercat_unique	bridge.n.01	bridge	structure, construction	http://object-naming-amore.upf.edu//2355063_833180_supercat_unique.png	Counter({'bridge': 7, 'drainage': 1, 'wall': 1})
2380780	709201	seed_ambiguous	ungulate.n.01	zebra	animal	http://object-naming-amore.upf.edu//2380780_709201_seed_ambiguous.png	Counter({'zebra': 8, 'butt': 1})
2354506	837931	supercat_unique	furnishing.n.02	bed	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2354506_837931_supercat_unique.png	Counter({'couch': 4, 'sofa': 3, 'cloth': 1, 'chair': 1})
2359301	2299797	singleton_obj	woman.n.01	woman	person	http://object-naming-amore.upf.edu//2359301_2299797_singleton_obj.png	Counter({'woman': 4, 'athlete': 2, 'person': 1, 'player': 1, 'tennis player': 1})
1159877	2342431	seed_ambiguous	furnishing.n.02	counter	instrumentality, instrumentation	http://object-naming-amore.upf.edu//1159877_2342431_seed_ambiguous.png	Counter({'counter': 5, 'kitchen': 2, 'unclear': 1, 'table': 1})
2398142	428073	singleton_obj	dish.n.02	pizza	food, nutrient	http://object-naming-amore.upf.edu//2398142_428073_singleton_obj.png	Counter({'pizza': 7, 'slice': 2})
2406126	1103442	singleton_obj	man.n.01	man	person	http://object-naming-amore.upf.edu//2406126_1103442_singleton_obj.png	Counter({'man': 9})
2375097	2146326	supercat_unique	vessel.n.03	bowl	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2375097_2146326_supercat_unique.png	Counter({'pot': 5, 'bowl': 4})
2333584	966979	seed_ambiguous	overgarment.n.01	jacket	article of clothing	http://object-naming-amore.upf.edu//2333584_966979_seed_ambiguous.png	Counter({'jacket': 9})
4318	1071377	singleton_obj	furnishing.n.02	sofa	instrumentality, instrumentation	http://object-naming-amore.upf.edu//4318_1071377_singleton_obj.png	Counter({'couch': 7, 'sofa': 2})
497913	1572015	singleton_obj	dog.n.01	dog	animal	http://object-naming-amore.upf.edu//497913_1572015_singleton_obj.png	Counter({'dog': 9})
2358478	802261	singleton_obj	ungulate.n.01	zebra	animal	http://object-naming-amore.upf.edu//2358478_802261_singleton_obj.png	Counter({'zebra': 9})
2361370	782530	singleton_obj	furnishing.n.02	bench	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2361370_782530_singleton_obj.png	Counter({'bench': 8, 'chair': 1})
2389055	1264481	singleton_obj	ship.n.01	ship	vehicle	http://object-naming-amore.upf.edu//2389055_1264481_singleton_obj.png	Counter({'ship': 6, 'boat': 2, 'liner': 1})
2409533	239801	singleton_obj	train.n.01	train	vehicle	http://object-naming-amore.upf.edu//2409533_239801_singleton_obj.png	Counter({'train': 8, 'locomotive': 1})
2404732	655692	supercat_unique	dish.n.02	pizza	food, nutrient	http://object-naming-amore.upf.edu//2404732_655692_supercat_unique.png	Counter({'pizza': 9})
2393211	474018	singleton_obj	bridge.n.01	bridge	structure, construction	http://object-naming-amore.upf.edu//2393211_474018_singleton_obj.png	Counter({'bridge': 7, 'deck': 1, 'walkway': 1})
2376576	571636	supercat_unique	shirt.n.01	shirt	article of clothing	http://object-naming-amore.upf.edu//2376576_571636_supercat_unique.png	Counter({'shirt': 2, 'chef': 2, 'apron': 2, 'sweatshirt': 1, 'woman': 1, 'top': 1})
2359592	1808535	singleton_obj	train.n.01	train	vehicle	http://object-naming-amore.upf.edu//2359592_1808535_singleton_obj.png	Counter({'train': 7, 'locomotive': 2})
2404005	347204	singleton_obj	furnishing.n.02	couch	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2404005_347204_singleton_obj.png	Counter({'couch': 7, 'sofa': 2})
2341451	2008662	supercat_ambiguous	motorcycle.n.01	motorbike	vehicle	http://object-naming-amore.upf.edu//2341451_2008662_supercat_ambiguous.png	Counter({'motorcycle': 6, 'motorbike': 1, 'moped': 1, 'bike': 1})
