assignmentid,rating_mean,color_mean,n_annotations,correct1_count,correct1_sum,correct2_count,correct2_sum,correct3_count,correct3_sum,correct3_<lambda>,control_score,control_score-filtered,n_controls,n_correct,n_controls-filtered,hitid,requesterannotation,control_score_mturk,workerid,errors_mturk,n_controls_mturk,n_correct_mturk,decision1,decision2,executed1,executed2,explanation,mistakes,n_mistakes
3J2UYBXQQLCSE4VFNO60R57LWE706C,0.9333333333333333,0.5333333333333333,30,19,15.0,12,11.0,2,2.0,"[nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan]",0.8484848484848485,0.9032258064516129,33,28.0,31,3XBXDSS888JF8V64N2W81IG5TF9XLM,../1_pre-pilot/verification_round2_amt.csv_1353,0.8484848484848485,worker0,"['2-0-pos0', '2-3-bold-cow0', '3-1-bold-wheel0', '3-1-bold-wheel1', '6-5-pos0']",33,28,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//3577_3647385_seed_ambiguous.png - carpet: must be vg_majority; you said 'bounding box error'"", ""http://object-naming-amore.upf.edu//2416447_2973163_seed_ambiguous.png - cows: must be syn; you said 'adequate'"", ""http://object-naming-amore.upf.edu//2412184_201084_supercat_unique.png - bike: must be syn; you said 'adequate'"", ""http://object-naming-amore.upf.edu//2416447_2973163_seed_ambiguous.png - cow: must be vg_majority; you said 'bounding box error'"", ""http://object-naming-amore.upf.edu//2412184_201084_supercat_unique.png - bike: you erroneously gave this the same color as ['motorcycle', 'bike']""]",5
3SITXWYCNV96H6ILMRCFBZGOKMVBXV,0.5333333333333333,0.43333333333333335,30,17,17.0,10,9.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9629629629629629,0.9629629629629629,27,26.0,27,3B9J25CZ25DE9AQZGFXMZR9QKRSCSC,../1_pre-pilot/verification_round2_amt.csv_1262,0.962962962962963,worker1,['4-0-alt2'],27,26,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2329915_3724169_supercat_unique.png - face: you erroneously gave this the same color as ['shirt', 'suit', 'face']""]",1
3FE2ERCCZX8LRR53457KN6UKPLTPOB,0.4,0.26666666666666666,30,14,13.0,7,7.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9523809523809523,0.9523809523809523,21,20.0,21,3VMHWJRYHVGT83W81RTA65BLWJLFXX,../1_pre-pilot/verification_round2_amt.csv_1105,0.9523809523809523,worker1,['3-1-typo-seagull0'],21,20,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2410744_1085715_singleton_obj.png - seeagull: must be 'linguistic'; you said 'adequate'""]",1
3QUO65DNQUOYJWDZLR6EXCHJX3JUOC,0.5,0.4,30,15,15.0,8,8.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,23,23.0,23,3RSBJ6YZECQ6EUIG006ENSKSKFTOFE,../1_pre-pilot/verification_round2_amt.csv_1494,1.0,worker1,[''],23,23,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3DL65MZB8DFGLBJA5MIIYU1ZM17ECJ,0.5666666666666667,0.5666666666666667,30,14,14.0,8,8.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,22,22.0,22,33IXYHIZB5I019TFIROBYXWP7982EU,../1_pre-pilot/verification_round2_amt.csv_1343,1.0,worker1,[''],22,22,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
337RC3OW052QQQZ2DP0R1HF8G4QLVC,0.5333333333333333,0.4666666666666667,30,16,15.0,9,9.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.96,0.96,25,24.0,25,38Z7YZ2SB32T9XXMGL43FUSKF8QIQU,../1_pre-pilot/verification_round2_amt.csv_1202,0.96,worker1,['6-2-alt1'],25,24,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2357481_1663104_supercat_ambiguous.png - ground: must be 'bounding box error'; you said 'named object misinterpreted'""]",1
33FBRBDW6OZZCA9JSJWI6K5DBXBC8I,0.6333333333333333,0.4666666666666667,30,14,13.0,8,7.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9090909090909091,0.9090909090909091,22,20.0,22,3B9XR6P1WEV202F3FLSDW6CL6NEBJN,../1_pre-pilot/verification_round2_amt.csv_1129,0.9090909090909091,worker1,"['1-0-1-rand2', '6-1-rand1']",22,20,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2337670_956751_singleton_obj.png - cone: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2404213_1117665_singleton_obj.png - youtube: you erroneously gave this the same color as ['person', 'youtube']""]",2
384PI804XS1X12TCU193SA3DE2LS05,0.5,0.4,30,13,12.0,7,7.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.95,0.95,20,19.0,20,371QPA24C2OV17TGPIDSS0MLIDET1R,../1_pre-pilot/verification_round2_amt.csv_1191,0.95,worker1,['3-2-typo-vulture0'],20,19,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2331215_2721860_singleton_obj.png - vultue: must be 'linguistic'; you said 'adequate'""]",1
3P4MQ7TPPXCZ43FKHVKXM2PW1IWBB9,0.5,0.36666666666666664,30,16,15.0,10,10.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9615384615384616,0.9615384615384616,26,25.0,26,3TLFH2L6Y9O2QSBC8MD6XJWQAJST28,../1_pre-pilot/verification_round2_amt.csv_1196,0.9615384615384616,worker1,['0-0-typo-airplane0'],26,25,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2377345_1764137_singleton_obj.png - arplane: must be 'linguistic'; you said 'adequate'""]",1
32Z9ZLUT1LKTEA7FLSZFEXST3UKHOZ,0.5333333333333333,0.16666666666666666,30,11,10.0,6,5.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.8823529411764706,0.8823529411764706,17,15.0,17,3OLZC0DJ8JFLE5T32KYDLHRSW05VI1,../1_pre-pilot/verification_round2_amt.csv_1205,0.8823529411764706,worker1,"['0-2-rand1', '0-2-0-rand2']",17,15,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2353404_1746570_singleton_obj.png - helt: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2353404_1746570_singleton_obj.png - helt: you erroneously gave this the same color as ['helt', 'belt']""]",2
