assignmentid,rating_mean,color_mean,n_annotations,correct1_count,correct1_sum,correct2_count,correct2_sum,correct3_count,correct3_sum,correct3_<lambda>,control_score,control_score-filtered,n_controls,n_correct,n_controls-filtered,hitid,requesterannotation,control_score_mturk,workerid,errors_mturk,n_controls_mturk,n_correct_mturk,decision1,decision2,executed1,executed2,explanation,mistakes,n_mistakes
3KV0LJBBH2LI31064HWW0X5UVOZRMT,0.5,0.34375,32,8,8.0,7,7.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,15,15.0,15,3KWGG5KP6J2BBFDUWI10NIAKSZHMCB,../1_pre-pilot/verification_round0_amt.csv_1021,1.0,worker0,[''],15,15,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3RKNTXVS3MYA0UPJW2AEJDZK9TIA41,0.3870967741935484,0.3225806451612903,31,8,7.0,5,5.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9230769230769231,0.9230769230769231,13,12.0,13,3QD8LUVX4XY1663JVFG1KTK87L1X5I,../1_pre-pilot/verification_round0_amt.csv_813,0.9230769230769231,worker0,['4-0-rand1'],13,12,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2403001_1978166_singleton_obj.png - doorway: must be 'other'; you said 'named object misinterpreted'""]",1
3VD82FOHKQO2X2WZZ0LE36VDQN2OCQ,0.3870967741935484,0.4838709677419355,31,8,8.0,5,5.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,13,13.0,13,371Q3BEXDH9RH3198THUAPABT57SZC,../1_pre-pilot/verification_round0_amt.csv_844,1.0,worker0,[''],13,13,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3UJ1CZ6IZHPWW9FDR7FF95Z4VVPS5P,0.4375,0.34375,32,9,8.0,7,6.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.875,0.875,16,14.0,16,3Z33IC0JC0MS3400YQS08OSPD7GV9A,../1_pre-pilot/verification_round0_amt.csv_933,0.875,worker0,"['5-5-bold-girls0', '5-5-bold-girls1']",16,14,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2319992_996910_seed_ambiguous.png - girl: must be syn; you said 'adequate'"", ""http://object-naming-amore.upf.edu//2319992_996910_seed_ambiguous.png - girl: you erroneously gave this the same color as ['player', 'socder player', 'woman', 'person', 'girl', 'athlete', 'soccer player']""]",2
3FE2ERCCZX8LRR53457KN6UKP6GPO4,0.5483870967741935,0.7419354838709677,31,7,6.0,5,5.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9166666666666666,0.9166666666666666,12,11.0,12,30ZKOOGW2W6QMBU7JIMBXVWTULO1A3,../1_pre-pilot/verification_round0_amt.csv_870,0.9166666666666666,worker0,['1-0-alt1'],12,11,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2344182_917344_singleton_obj.png - sign: must be 'bounding box error'; you said 'named object misinterpreted'""]",1
3AAPLD8UCCH9R2CNH9LE87YG2O5TH9,0.4375,0.0,32,7,6.0,4,4.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9090909090909091,1.0,11,10.0,10,3JMNNNO3B14UI9F63RIHK33PEAIW23,../1_pre-pilot/verification_round0_amt.csv_1018,0.9090909090909091,worker0,['1-1-alt1'],11,10,approve,bonus,False,False,"good enough assignment, bonus because very good assignment","[""http://object-naming-amore.upf.edu//2410577_214373_supercat_unique.png - vegetables: must be 'bounding box error'; you said 'named object misinterpreted'""]",1
3PB5A5BD0V68T8K5K00VIBUXYQMG74,0.46875,0.1875,32,8,6.0,7,6.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.8,0.8,15,12.0,15,36JW4WBR06KWMDWTWNBO3JNR8Q9HF7,../1_pre-pilot/verification_round0_amt.csv_1008,0.8,worker0,"['0-2-rand1', '0-2-0-rand2', '1-0-rand1']",15,12,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2339761_950096_singleton_obj.png - saddle: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2316490_1053392_singleton_obj.png - rails: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2339761_950096_singleton_obj.png - saddle: you erroneously gave this the same color as ['saddle', 'counter', 'sink']""]",3
3MRNMEIQW564W9ZGM40XVV91GIFDL4,0.41935483870967744,0.41935483870967744,31,4,4.0,4,4.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,8,8.0,8,3IYI9285WS0LA779TLO87QI3O59JCR,../1_pre-pilot/verification_round0_amt.csv_910,1.0,worker0,[''],8,8,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3W92K5RLWUHCO1WHL2KKKSJBUZK5V8,0.53125,0.4375,32,7,6.0,5,5.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9166666666666666,0.9166666666666666,12,11.0,12,3IJ95K7NDXCUA9EZA5CJQOKZVH9NGC,../1_pre-pilot/verification_round0_amt.csv_928,0.9166666666666666,worker0,['1-3-alt1'],12,11,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2354078_3575092_supercat_unique.png - eyes: must be 'bounding box error'; you said 'named object misinterpreted'""]",1
3VJ40NV2QINJJJYALMG4SGVHE9DOTK,0.6875,0.5625,32,9,8.0,7,7.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9375,1.0,16,15.0,15,38RHULDV9YFYTUT8SU397JA636DWIC,../1_pre-pilot/verification_round0_amt.csv_1002,0.9375,worker0,['5-6-rand1'],16,15,approve,bonus,False,False,"good enough assignment, bonus because very good assignment","[""http://object-naming-amore.upf.edu//2322652_3003695_supercat_unique.png - forearm: must be 'other'; you said 'bounding box error'""]",1
