assignmentid,rating_mean,color_mean,n_annotations,correct1_count,correct1_sum,correct2_count,correct2_sum,correct3_count,correct3_sum,correct3_<lambda>,control_score,control_score-filtered,n_controls,n_correct,n_controls-filtered,hitid,requesterannotation,control_score_mturk,workerid,errors_mturk,n_controls_mturk,n_correct_mturk,decision1,decision2,executed1,executed2,explanation,mistakes,n_mistakes
3ATPCQ38J8AQY133L9YLZ23R41HAY0,0.5862068965517241,0.20689655172413793,29,16,15.0,9,9.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.96,0.96,25,24.0,25,3SV8KD29L4STTKO13K8SJ3J1CDCZKO,../1_pre-pilot/verification_round2_amt.csv_212,0.96,worker0,['3-2-pos0'],25,24,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2339408_3461029_singleton_obj.png - plane: must be vg_majority; you said 'bounding box error'""]",1
3TUI152ZZBNLVBZHYGOYBF7M1X9Q12,0.6206896551724138,0.3793103448275862,29,15,13.0,9,8.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.875,0.875,24,21.0,24,3T6SSHJUZFAGSZ933DZU6S1YOWKIIY,../1_pre-pilot/verification_round2_amt.csv_167,0.875,worker0,['houses1'],24,21,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2395825_3822715_singleton_obj.png - home: must be syn; you said 'bounding box error'"", ""http://object-naming-amore.upf.edu//2395825_3822715_singleton_obj.png - house: must be vg_majority; you said 'bounding box error'"", ""http://object-naming-amore.upf.edu//2395825_3822715_singleton_obj.png - home: you erroneously gave this the same color as ['home', 'house']""]",3
35GMH2SV3EHHU0GDVRR9TUVGB7JEOT,0.4827586206896552,0.06896551724137931,29,15,14.0,8,8.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9565217391304348,0.9565217391304348,23,22.0,23,36818Z1KV3DMWE8M6M0ULOBQS6HA3L,../1_pre-pilot/verification_round2_amt.csv_122,0.9565217391304348,worker0,['6-0-pos0'],23,22,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2336321_3332315_singleton_obj.png - airplane: must be vg_majority; you said 'named object misinterpreted'""]",1
37Q970SNZE8X8REUQKD36FMNJM7S18,0.5,0.06666666666666667,30,16,16.0,9,9.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,25,25.0,25,3RWO3EJELH9X9F098148NQLOT83P1O,../1_pre-pilot/verification_round2_amt.csv_449,1.0,worker0,[''],25,25,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
38F71OA9GTWL0BVXDMW2J8RBS7XMFG,0.6206896551724138,0.7586206896551724,29,13,13.0,8,8.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,21,21.0,21,3N5YJ55YXG3T0I1WO5K9U29WXN9NAF,../1_pre-pilot/verification_round2_amt.csv_178,1.0,worker0,[''],21,21,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3EFE17QCRC58C2Z8S9GOY22U0CXSH3,0.6206896551724138,0.4482758620689655,29,15,14.0,8,7.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9130434782608695,0.9545454545454546,23,21.0,22,3QGTX7BCHP2QB13YWX4MHE0JFNHZ53,../1_pre-pilot/verification_round2_amt.csv_221,0.9130434782608696,worker0,"['5-4-bold-bicycle1', '6-1-pos0']",23,21,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2391378_489513_supercat_unique.png - shirt: must be vg_majority; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//1159490_3797003_singleton_obj.png - wheel: you erroneously gave this the same color as ['wheel']""]",2
388U7OUMF71L0NTZFC9Y20YHSSPR0N,0.5862068965517241,0.2413793103448276,29,15,14.0,10,9.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.92,0.92,25,23.0,25,30P8I9JKOIL92HYOV0FJW8NNRCBV5Z,../1_pre-pilot/verification_round2_amt.csv_215,0.92,worker0,"['0-2-typo-belt2', '0-2-typo-belt3']",25,23,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2332244_970051_supercat_unique.png - beot: must be 'linguistic'; you said other"", ""http://object-naming-amore.upf.edu//2332244_970051_supercat_unique.png - beot: you erroneously gave this the same color as ['beot']""]",2
3U088ZLJVKTQ8JALE6J4PZ6YK710WW,0.5862068965517241,0.9310344827586207,29,14,13.0,8,8.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9545454545454546,0.9545454545454546,22,21.0,22,31GECDVA9JMK6VJ1ZBHGCMLO6EV66Z,../1_pre-pilot/verification_round2_amt.csv_185,0.9545454545454546,worker0,['5-0-rand1'],22,21,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2396933_439160_supercat_unique.png - area: must be 'other'; you said 'named object misinterpreted'""]",1
3U8YCDAGXPGLOMEZ2XKYXAOCW6VQ0T,0.5517241379310345,0.9655172413793104,29,14,13.0,7,6.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9047619047619048,1.0,21,19.0,19,31S7M7DAGGQ8REXKISVBCFVZGHVTL5,../1_pre-pilot/verification_round2_amt.csv_224,0.9047619047619048,worker0,"['0-1-rand1', '0-1-0-rand2']",21,19,approve,bonus,False,False,"good enough assignment, bonus because very good assignment","[""http://object-naming-amore.upf.edu//2361715_2363387_seed_ambiguous.png - bech: must be 'other'; you said linguistic"", ""http://object-naming-amore.upf.edu//2361715_2363387_seed_ambiguous.png - bech: you erroneously gave this the same color as ['chair', 'bech', 'bench']""]",2
3PM8NZGV8YGTLCKA59956OBN6DSQX0,0.5862068965517241,0.5862068965517241,29,14,13.0,8,8.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9545454545454546,0.9545454545454546,22,21.0,22,3I01FDIL6M8V93FFMWDRSFE47VG2D6,../1_pre-pilot/verification_round2_amt.csv_163,0.9545454545454546,worker0,['0-2-alt1'],22,21,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2362565_1766816_singleton_obj.png - person: must be 'bounding box error'; you said 'named object misinterpreted'""]",1
34J10VATJFYWVHVF6N943EO8I1RIQX,0.6333333333333333,0.43333333333333335,30,16,15.0,9,9.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.96,0.96,25,24.0,25,30QQTY5GMKKOC6N7E3KBY6Z04BVU7M,../1_pre-pilot/verification_round2_amt.csv_468,0.96,worker0,['3-2-rand1'],25,24,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2352761_2255112_singleton_obj.png - jecket: must be 'other'; you said 'named object misinterpreted'""]",1
3JW0YLFXRTGJG9B67DCPWUF2LCEWWS,0.5172413793103449,0.3103448275862069,29,18,16.0,12,11.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9,0.9,30,27.0,30,3TX9T2ZCB91KOKIISYRV7EDWZKIZWH,../1_pre-pilot/verification_round2_amt.csv_98,0.9,worker0,"['3-1-rand1', '3-1-2-rand2', '6-0-bold-cupcake0']",30,27,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2377301_566544_supercat_unique.png - fulcrum: must be 'other'; you said 'bounding box error'"", ""http://object-naming-amore.upf.edu//2338842_2623203_supercat_unique.png - cupcakes: must be syn; you said 'adequate'"", ""http://object-naming-amore.upf.edu//2377301_566544_supercat_unique.png - fulcrum: you erroneously gave this the same color as ['wheel', 'fulcrum']""]",3
3634BBTX0OUZ4S56S7YARFKUBXAFIO,0.41379310344827586,0.4482758620689655,29,16,16.0,10,10.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,26,26.0,26,3R6RZGK0XFC7458862KG75LGMHDYVG,../1_pre-pilot/verification_round2_amt.csv_155,1.0,worker0,[''],26,26,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3300DTYQT2HKFCTTA4JDIZQGQ8ZQEB,0.5862068965517241,0.4827586206896552,29,15,14.0,8,8.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9565217391304348,1.0,23,22.0,22,3XDSWAMB22S2WUBMOB8H4RUP21LCQX,../1_pre-pilot/verification_round2_amt.csv_347,0.9565217391304348,worker0,['3-0-alt1'],23,22,approve,bonus,False,False,"good enough assignment, bonus because very good assignment","[""http://object-naming-amore.upf.edu//2364142_2053191_seed_ambiguous.png - pockets: must be 'bounding box error'; you said 'named object misinterpreted'""]",1
3JWH6J9I9SD15C4HKLP6DXPQIZWBN4,0.5862068965517241,0.4827586206896552,29,14,14.0,7,7.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,21,21.0,21,3B286OTISEHXHSAB97SH1VSFO34AJY,../1_pre-pilot/verification_round2_amt.csv_146,1.0,worker0,[''],21,21,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3G5F9DBFOPXO4UGCM4LT9PM1ZGWVHG,0.7,0.6333333333333333,30,14,12.0,9,9.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9130434782608695,0.9130434782608695,23,21.0,23,3FDWKV9VCN27X9UUI9M0HOWQZ0QMUP,../1_pre-pilot/verification_round2_amt.csv_461,0.9130434782608696,worker0,"['2-0-pos0', '4-0-pos0']",23,21,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2365794_2346707_singleton_obj.png - bed: must be vg_majority; you said 'bounding box error'"", ""http://object-naming-amore.upf.edu//2380030_548341_singleton_obj.png - bed: must be vg_majority; you said 'bounding box error'""]",2
3N4BPTXIO8SFT5SKNZELQV0ADPUKUL,0.5862068965517241,0.3448275862068966,29,13,13.0,7,7.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,20,20.0,20,3EFNPKWBMSOQV1A4EK31WIZDJK630O,../1_pre-pilot/verification_round2_amt.csv_158,1.0,worker0,[''],20,20,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
