vg_img_id	vg_object_id	sample_type	synset	obj_name	cat	url	responses
2375701	3690410	supercat_unique	man.n.01	guy	person	http://object-naming-amore.upf.edu//2375701_3690410_supercat_unique.png	Counter({'shirt': 3, 't-shirt': 1, 'boy': 1, 'hair': 1, 'jacket': 1, 'dress': 1, 'man': 1})
2350342	1815735	singleton_obj	train.n.01	train	vehicle	http://object-naming-amore.upf.edu//2350342_1815735_singleton_obj.png	Counter({'train': 3, '#other_animal': 2, 'tree': 2, 'pole': 1, 'trin': 1})
2400164	1162141	seed_ambiguous	man.n.01	guy	person	http://object-naming-amore.upf.edu//2400164_1162141_seed_ambiguous.png	Counter({'shoe': 3, 'shirt': 2, 't-shirt': 1, 'boy': 1, 'tshirt': 1, 'player': 1})
2377549	2565133	singleton_obj	ungulate.n.01	sheep	animal	http://object-naming-amore.upf.edu//2377549_2565133_singleton_obj.png	Counter({'#other_animal': 7, 'sheep': 2})
2377003	2212885	singleton_obj	aircraft.n.01	airplane	vehicle	http://object-naming-amore.upf.edu//2377003_2212885_singleton_obj.png	Counter({'aeroplane': 5, 'airplane': 3, 'airoplan': 1})
2363379	2012367	seed_ambiguous	bird.n.01	duck	animal	http://object-naming-amore.upf.edu//2363379_2012367_seed_ambiguous.png	Counter({'#other_birds': 3, 'bird': 2, 'see': 2, '#other_animal': 1, 'sea': 1})
2328602	976795	singleton_obj	furnishing.n.02	desk	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2328602_976795_singleton_obj.png	Counter({'book': 5, 'table': 1, 't-shirt': 1, 'laptop': 1, 'board': 1})
2342347	2523423	supercat_unique	athlete.n.01	pitcher	person	http://object-naming-amore.upf.edu//2342347_2523423_supercat_unique.png	Counter({'glass': 2, 'mixer': 2, 'window': 1, 'cupboard': 1, 'mixchir': 1, 'food': 1, 'kettle': 1})
2416220	2889724	supercat_ambiguous	vessel.n.03	vase	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2416220_2889724_supercat_ambiguous.png	Counter({'flower': 3, 'vase': 2, 'flowerpot': 1, 'flowerwash': 1, 'pot': 1, 'flowers': 1})
2406854	289099	singleton_obj	furnishing.n.02	bookcase	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2406854_289099_singleton_obj.png	Counter({'phone': 3, 'mobile': 1, 'table': 1, 't-shirt': 1, 'cellphone': 1, 'celphone': 1, 'floor': 1})
2342317	3256355	singleton_obj	dog.n.01	dog	animal	http://object-naming-amore.upf.edu//2342317_3256355_singleton_obj.png	Counter({'#other_animal': 6, 'dog': 2, '#other_animals': 1})
2403362	1125431	singleton_obj	furnishing.n.02	bed	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2403362_1125431_singleton_obj.png	Counter({'#other_animal': 5, '#occlusion': 1, 'plate': 1, '#other_animals': 1, 'clothing': 1})
2381366	705274	singleton_obj	cutlery.n.02	fork	ware	http://object-naming-amore.upf.edu//2381366_705274_singleton_obj.png	Counter({'plate': 4, 'fork': 2, 'shoopen': 1, 'bowl': 1, '#other_foods': 1})
2412025	204505	supercat_ambiguous	athlete.n.01	skateboarder	person	http://object-naming-amore.upf.edu//2412025_204505_supercat_ambiguous.png	Counter({'skateboarder': 2, 'pant': 2, 't-shirt': 2, 'shoe': 1, 'shirt': 1, 'skateboard': 1})
2333895	3489083	supercat_unique	ungulate.n.01	sheep	animal	http://object-naming-amore.upf.edu//2333895_3489083_supercat_unique.png	Counter({'#other_animal': 5, 'sheep': 2, 'shirt': 1, '#other_animals': 1})
2403422	1124926	singleton_obj	man.n.01	man	person	http://object-naming-amore.upf.edu//2403422_1124926_singleton_obj.png	Counter({'cap': 3, 'tennis player': 1, 'shoe': 1, 'shirt': 1, 'pant': 1, 'bat': 1, 'player': 1})
2333231	3067592	singleton_obj	aircraft.n.01	jet	vehicle	http://object-naming-amore.upf.edu//2333231_3067592_singleton_obj.png	Counter({'aeroplane': 4, 'airplane': 3, 'airoplan': 1, 'airliner': 1})
2332967	3024418	seed_ambiguous	flower.n.01	flower	plant, flora, plant life	http://object-naming-amore.upf.edu//2332967_3024418_seed_ambiguous.png	Counter({'flower': 5, 'vase': 1, 'flower vase': 1, 'pot': 1, 'flower pot': 1})
2414130	159366	singleton_obj	man.n.01	man	person	http://object-naming-amore.upf.edu//2414130_159366_singleton_obj.png	Counter({'sea': 2, 'pant': 2, 'person': 1, 'see': 1, 'scatting board': 1, 'skateboard': 1, 'surfer': 1})
2366435	628337	supercat_unique	motorcycle.n.01	motorcycle	vehicle	http://object-naming-amore.upf.edu//2366435_628337_supercat_unique.png	Counter({'wheel': 5, 'motorcycle': 2, 'shoe': 1, 'bike': 1})
2373915	1732278	singleton_obj	woman.n.01	girl	person	http://object-naming-amore.upf.edu//2373915_1732278_singleton_obj.png	Counter({'girl': 3, 'sky board': 1, 't-shirt': 1, 'sea': 1, 'scanting board': 1, 'thread': 1, 'shirt': 1})
2355275	1712004	seed_ambiguous	woman.n.01	lady	person	http://object-naming-amore.upf.edu//2355275_1712004_seed_ambiguous.png	Counter({'t-shirt': 3, 'tennis player': 1, 'top': 1, 'girl': 1, 'ball': 1, 'woman': 1, 'shirt': 1})
497997	1572587	supercat_unique	furnishing.n.02	table	instrumentality, instrumentation	http://object-naming-amore.upf.edu//497997_1572587_supercat_unique.png	Counter({'table': 6, 'box': 1, 'bowl': 1, 'jacket': 1})
1592205	3611464	singleton_obj	aircraft.n.01	airplane	vehicle	http://object-naming-amore.upf.edu//1592205_3611464_singleton_obj.png	Counter({'aeroplane': 4, 'airplane': 3, 'bag': 1, 'plane': 1})
2415773	3166789	seed_ambiguous	ungulate.n.01	cow	animal	http://object-naming-amore.upf.edu//2415773_3166789_seed_ambiguous.png	Counter({'#other_animal': 4, 'cow': 3, 'animal': 1, '#other_animals': 1})
2337672	956732	supercat_ambiguous	vessel.n.03	vase	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2337672_956732_supercat_ambiguous.png	Counter({'vase': 6, 'jug': 1, 'flowerbox': 1, 'jar': 1})
2338997	2021012	singleton_obj	furnishing.n.02	curtain	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2338997_2021012_singleton_obj.png	Counter({'#other_animal': 4, 'curtain': 2, '#bbox': 1, 'bathtub': 1, 'shower curtain': 1})
2332406	3476340	singleton_obj	furnishing.n.02	couch	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2332406_3476340_singleton_obj.png	Counter({'couch': 3, 'table': 2, 'chair': 1, 'sopa': 1, 'shofa': 1, 'sofa': 1})
2404317	377775	singleton_obj	aircraft.n.01	plane	vehicle	http://object-naming-amore.upf.edu//2404317_377775_singleton_obj.png	Counter({'aeroplane': 4, 'airplane': 3, '#bbox': 1, 'plane': 1})
2410031	227730	singleton_obj	bird.n.01	bird	animal	http://object-naming-amore.upf.edu//2410031_227730_singleton_obj.png	Counter({'#other_animal': 4, 'ostrich': 2, 'emu': 1, '#other_birds': 1, 'bird': 1})
2387396	1276349	singleton_obj	ungulate.n.01	sheep	animal	http://object-naming-amore.upf.edu//2387396_1276349_singleton_obj.png	Counter({'#other_animal': 6, 'sheep': 3})
2398067	1183193	singleton_obj	child.n.01	kid	person	http://object-naming-amore.upf.edu//2398067_1183193_singleton_obj.png	Counter({'pant': 2, 'shirt': 2, 't-shirt': 2, 'shoe': 1, 'man': 1, 'skateboarder': 1})
2330712	3485558	singleton_obj	horse.n.01	horse	animal	http://object-naming-amore.upf.edu//2330712_3485558_singleton_obj.png	Counter({'#other_animal': 5, 'horse': 3, '#other_aniaml': 1})
2369076	614106	supercat_ambiguous	man.n.01	man	person	http://object-naming-amore.upf.edu//2369076_614106_supercat_ambiguous.png	Counter({'tie': 2, 'coat': 2, 'man': 2, 'shirt': 1, 'goat': 1, 'jacket': 1})
2383791	693588	singleton_obj	bird.n.01	bird	animal	http://object-naming-amore.upf.edu//2383791_693588_singleton_obj.png	Counter({'bird': 3, '#other_birds': 2, '#other_animal': 2, '#other_birts': 1, 'stone': 1})
