vg_img_id	vg_object_id	synset	obj_name	category	url	plurals	similarities	optouts	amt_responses
2370423	3324718	crockery.n.01	dish	tableware	http://object-naming-amore.upf.edu//2370423_3324718_supercat_unique.png	[]	[(0.22181433, 'container'), (0.4240337, 'plate')]	{'#occlusion': 4, '#bbox': 2}	{'container': 1, 'dish': 1, 'plate': 1}
2384149	3847243	furnishing.n.02	counter	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2384149_3847243_seed_ambiguous.png	[]	[(0.17985702, 'food')]	{'#occlusion': 4, '#bbox': 2}	{'food': 2, 'sandwich': 1}
2333081	3137413	beverage.n.01	beverage	food, nutrient	http://object-naming-amore.upf.edu//2333081_3137413_supercat_unique.png	[]	[(0.27019566, 'cup'), (0.3485478, 'glass')]	{'#bbox': 1}	{'drink': 5, 'cup': 2, 'glass': 1}
2365226	3885362	furnishing.n.02	bed	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2365226_3885362_singleton_obj.png	['beds', 'bunk beds', 'beds bunk']	[(0.5310478, 'bunkbed'), (0.6600354, 'beds'), (0.7250859, 'bunk beds'), (0.8847643, 'bunk bed')]	{}	{'bunkbed': 3, 'bed': 2, 'beds': 2, 'bunk beds': 1, 'bunk bed': 1}
2333613	3011082	horse.n.01	horse	animal	http://object-naming-amore.upf.edu//2333613_3011082_singleton_obj.png	['hours']	[(0.07311542, 'hours')]	{}	{'horse': 8, 'hours': 1}
2386872	516353	furnishing.n.02	bench	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2386872_516353_singleton_obj.png	[]	[]	{'#bbox': 1}	{'bench': 8}
2377392	2593637	overgarment.n.01	jacket	article of clothing	http://object-naming-amore.upf.edu//2377392_2593637_supercat_unique.png	[]	[(0.17973843, 'boy'), (0.649295, 'coat'), (0.7000011, 'sweatshirt')]	{'#bbox': 1}	{'jacket': 4, 'sweatshirt': 2, 'boy': 1, 'coat': 1}
2383202	1323017	furnishing.n.02	carpet	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2383202_1323017_supercat_unique.png	[]	[(0.37718326, 'floor')]	{'#bbox': 6, '#other_not sure which object is marked, the girl or the kittens': 1}	{'carpet': 1, 'floor': 1}
2356427	1893752	overgarment.n.01	coat	article of clothing	http://object-naming-amore.upf.edu//2356427_1893752_supercat_unique.png	[]	[(0.16819334, 'tie'), (0.18181135, 'shoulder'), (0.2595595, 'suit')]	{'#occlusion': 1}	{'jacket': 4, 'suit': 2, 'tie': 1, 'shoulder': 1}
2409268	245333	shelter.n.01	dugout	structure, construction	http://object-naming-amore.upf.edu//2409268_245333_singleton_obj.png	['players stand']	[(0.29515067, 'players stand'), (0.43975568, 'baseball hitter')]	{}	{'dugout': 6, 'players stand': 1, 'duout': 1, 'baseball hitter': 1}
2370722	602071	flower.n.01	flower	plant, flora, plant life	http://object-naming-amore.upf.edu//2370722_602071_singleton_obj.png	['flowers']	[(0.4851727, 'bouquet')]	{}	{'flowers': 6, 'bouquet': 3}
2367230	3874866	car.n.01	car	vehicle	http://object-naming-amore.upf.edu//2367230_3874866_singleton_obj.png	[]	[(0.33123624, 'suitcase'), (0.34025612, 'train')]	{'#bbox': 2}	{'train': 4, 'train car': 2, 'suitcase': 1}
2369908	2342051	baked_goods.n.01	bun	food, solid food	http://object-naming-amore.upf.edu//2369908_2342051_seed_ambiguous.png	[]	[(0.35696536, 'hot dog')]	{'#bbox': 7}	{'hot dog': 1, 'coleslaw': 1}
2362880	770297	house.n.01	house	structure, construction	http://object-naming-amore.upf.edu//2362880_770297_supercat_unique.png	[]	[(0.4378754, 'building')]	{'#occlusion': 2}	{'house': 6, 'building': 1}
2347183	1847725	car.n.01	car	vehicle	http://object-naming-amore.upf.edu//2347183_1847725_singleton_obj.png	[]	[(0.30077893, 'road'), (0.33141237, 'street')]	{'#bbox': 3}	{'road': 3, 'street': 2, 'car': 1}
2385747	1293397	furnishing.n.02	carpet	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2385747_1293397_singleton_obj.png	['skateboards']	[(0.10078251, 'hoverboard'), (0.13145208, 'skateboard'), (0.14450982, 'skateboards'), (0.1462348, 'road'), (0.24107057, 'ground'), (0.37718326, 'floor')]	{}	{'floor': 2, 'skateboard': 2, 'ground': 1, 'carpet': 1, 'hoverboard': 1, 'road': 1, 'skateboards': 1}
2370827	1752282	shirt.n.01	shirt	article of clothing	http://object-naming-amore.upf.edu//2370827_1752282_singleton_obj.png	[]	[(0.24078764, 'torso')]	{'#occlusion': 6, '#bbox': 1}	{'shirt': 1, 'torso': 1}
2364443	3888875	ungulate.n.01	zebra	animal	http://object-naming-amore.upf.edu//2364443_3888875_seed_ambiguous.png	[]	[(0.2417397, 'tail')]	{'#bbox': 2}	{'zebra': 6, 'tail': 1}
2333158	2831496	man.n.01	man	person	http://object-naming-amore.upf.edu//2333158_2831496_seed_ambiguous.png	[]	[(0.14739242, 'human'), (0.5342027, 'person')]	{'#bbox': 5}	{'person': 2, 'human': 1, 'man': 1}
2408536	259796	furnishing.n.02	counter	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2408536_259796_singleton_obj.png	[]	[(0.30211076, 'table')]	{'#bbox': 4}	{'counter': 3, 'table': 2}
2391288	490187	child.n.01	child	person	http://object-naming-amore.upf.edu//2391288_490187_singleton_obj.png	[]	[(0.11953296, 'shirt'), (0.58920836, 'girl')]	{'#bbox': 2}	{'girl': 3, 'child': 3, 'shirt': 1}
2375749	3690013	shelter.n.01	hut	structure, construction	http://object-naming-amore.upf.edu//2375749_3690013_singleton_obj.png	['bananas']	[(0.13730422, 'bananas'), (0.17428978, 'bird'), (0.19771856, 'palm'), (0.25121427, 'roof'), (0.31626707, 'canopy')]	{}	{'canopy': 3, 'bird': 2, 'thatched roof': 1, 'bananas': 1, 'palm': 1, 'roof': 1}
