vg_img_id	vg_object_id	synset	obj_name	category	url	plurals	similarities	optouts	amt_responses
2316815	3238353	creator.n.02	photographer	person	http://object-naming-amore.upf.edu//2316815_3238353_seed_ambiguous.png	[]	[(0.18312983, 'person'), (0.23367509, 'tourist'), (0.2645973, 'woman')]	{'#occlusion': 1}	{'person': 4, 'woman': 2, 'photographer': 1, 'tourist': 1}
2319953	3089834	ungulate.n.01	giraffe	animal	http://object-naming-amore.upf.edu//2319953_3089834_singleton_obj.png	[]	[]	{'#bbox': 2}	{'giraffe': 7}
2339281	2089243	furnishing.n.02	couch	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2339281_2089243_seed_ambiguous.png	[]	[(0.3892188, 'table')]	{'#occlusion': 2, '#bbox': 1}	{'table': 5, 'sofa': 1}
2399414	416519	foodstuff.n.02	cheese	food, nutrient	http://object-naming-amore.upf.edu//2399414_416519_supercat_ambiguous.png	['pizza toppings']	[(0.4708358, 'pizza')]	{}	{'pizza': 7, 'pizza toppings': 1}
2393723	470181	truck.n.01	truck	vehicle	http://object-naming-amore.upf.edu//2393723_470181_singleton_obj.png	[]	[(0.673579, 'car')]	{'#other_truck': 1}	{'truck': 7, 'car': 1}
2354313	2075870	furnishing.n.02	curtain	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2354313_2075870_singleton_obj.png	['blinds']	[(0.064673156, 'blind'), (0.32177138, 'blinds'), (0.32407993, 'window')]	{'#bbox': 2}	{'curtain': 4, 'blind': 1, 'window': 1, 'blinds': 1}
2394825	460665	dish.n.02	salad	food, nutrient	http://object-naming-amore.upf.edu//2394825_460665_supercat_unique.png	['vegetables']	[(0.36177748, 'food'), (0.46530443, 'dinner'), (0.560074, 'vegetables')]	{'#bbox': 1}	{'salad': 5, 'vegetables': 1, 'dinner': 1, 'food': 1}
2373453	2699350	shelter.n.01	dugout	structure, construction	http://object-naming-amore.upf.edu//2373453_2699350_singleton_obj.png	['pants']	[(0.031055436, 'path'), (0.17253518, 'pants'), (0.20559195, 'dirt'), (0.23529828, 'ground'), (0.29055396, 'railing'), (0.5122831, 'sideline')]	{'#bbox': 2}	{'railing': 1, 'sideline': 1, 'path': 1, 'pants': 1, 'dirt': 1, 'ground': 1, 'dugout fence': 1}
2372417	3043126	fish.n.01	fish	animal	http://object-naming-amore.upf.edu//2372417_3043126_supercat_unique.png	[]	[(0.3630081, 'food'), (0.43314216, 'chicken')]	{'#bbox': 3}	{'chicken': 4, 'food': 1, 'fish sandwich': 1}
2412581	300066	shirt.n.01	shirt	article of clothing	http://object-naming-amore.upf.edu//2412581_300066_supercat_unique.png	[]	[(0.09656641, 'wii controller')]	{'#bbox': 1}	{'shirt': 7, 'wii controller': 1}
2415935	3077264	train.n.01	train	vehicle	http://object-naming-amore.upf.edu//2415935_3077264_singleton_obj.png	['poles']	[(0.10453561, 'poles'), (0.1520471, 'platform')]	{}	{'train': 7, 'poles': 1, 'platform': 1}
2352766	3782217	restaurant.n.01	cafe	structure, construction	http://object-naming-amore.upf.edu//2352766_3782217_singleton_obj.png	[]	[(0.21219197, 'building')]	{'#bbox': 3, "#other_it's unclear what the red box is referring to. could be the lamp, the umbrella or something else. it's too broad.": 1}	{'building': 4, 'store': 1}
2333548	3258009	dish.n.02	sandwich	food, nutrient	http://object-naming-amore.upf.edu//2333548_3258009_supercat_unique.png	[]	[(0.38033566, 'food'), (0.46600628, 'bread')]	{'#bbox': 1, '#occlusion': 1}	{'food': 4, 'sandwich': 2, 'bread': 1}
2374889	2516928	truck.n.01	van	vehicle	http://object-naming-amore.upf.edu//2374889_2516928_supercat_ambiguous.png	[]	[(0.08714025, 'bird')]	{'#bbox': 4, '#occlusion': 2}	{'bird': 2, 'truck': 1}
2406486	652220	woman.n.01	girl	person	http://object-naming-amore.upf.edu//2406486_652220_singleton_obj.png	[]	[(0.12371943, 'face')]	{'#bbox': 3, '#occlusion': 1}	{'woman': 4, 'face': 1}
2378376	714437	dress.n.01	dress	article of clothing	http://object-naming-amore.upf.edu//2378376_714437_supercat_ambiguous.png	[]	[(0.042923305, 'arm'), (0.32911265, 'suit'), (0.46070498, 'shirt')]	{'#occlusion': 1}	{'dress': 5, 'arm': 1, 'shirt': 1, 'suit': 1}
2368995	3064092	aircraft.n.01	aircraft	vehicle	http://object-naming-amore.upf.edu//2368995_3064092_singleton_obj.png	[]	[(0.7170597, 'jet'), (0.7360518, 'plane')]	{'#bbox': 1}	{'airplane': 4, 'plane': 3, 'jet': 1}
2380463	710594	furnishing.n.02	table	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2380463_710594_supercat_unique.png	['laptops', 'computers']	[(0.06576083, 'computers'), (0.106940016, 'laptops'), (0.1177105, 'laptop')]	{}	{'table': 6, 'laptops': 1, 'computers': 1, 'laptop': 1}
2373458	732353	dog.n.01	dog	animal	http://object-naming-amore.upf.edu//2373458_732353_supercat_unique.png	['dogs']	[(0.868049, 'dogs')]	{}	{'dog': 8, 'dogs': 1}
2371332	598392	woman.n.01	woman	person	http://object-naming-amore.upf.edu//2371332_598392_supercat_ambiguous.png	[]	[(0.044932306, 'box'), (0.7494641, 'girl')]	{'#bbox': 1}	{'woman': 4, 'girl': 3, 'box': 1}
2355099	2313200	shirt.n.01	shirt	article of clothing	http://object-naming-amore.upf.edu//2355099_2313200_singleton_obj.png	['fingers']	[(0.13265996, 'thorax'), (0.15006956, 'baby'), (0.17695242, 'fingers')]	{'#bbox': 3}	{'hand': 3, 'fingers': 1, 'thorax': 1, 'baby': 1}
2385635	686677	foodstuff.n.02	cheese	food, nutrient	http://object-naming-amore.upf.edu//2385635_686677_supercat_ambiguous.png	['pizza toppings']	[(0.4708358, 'pizza')]	{'#bbox': 2}	{'pizza': 6, 'pizza toppings': 1}
2364123	3099539	shirt.n.01	shirt	article of clothing	http://object-naming-amore.upf.edu//2364123_3099539_supercat_unique.png	[]	[]	{'#bbox': 1}	{'shirt': 7}
2366876	625537	furnishing.n.02	carpet	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2366876_625537_singleton_obj.png	[]	[(0.37718326, 'floor')]	{'#bbox': 1}	{'floor': 4, 'carpet': 3}
2341799	2595974	man.n.01	guy	person	http://object-naming-amore.upf.edu//2341799_2595974_supercat_ambiguous.png	[]	[(0.48752475, 'person'), (0.5420035, 'man')]	{'#bbox': 2}	{'person': 3, 'man': 2, 'guy': 1}
2380774	709261	foodstuff.n.02	sugar	food, nutrient	http://object-naming-amore.upf.edu//2380774_709261_singleton_obj.png	[]	[]	{'#bbox': 2}	{'donut': 4, 'doughnut': 2}
2341243	2373439	ungulate.n.01	cow	animal	http://object-naming-amore.upf.edu//2341243_2373439_singleton_obj.png	['cattle', 'cows', 'herd of cattle', 'of cattle group']	[(0.5468959, 'herd'), (0.6319463, 'cattle')]	{}	{'cattle': 3, 'cows': 2, 'herd of cattle': 1, 'group of cows': 1, 'herd': 1}
2371887	595426	car.n.01	suv	vehicle	http://object-naming-amore.upf.edu//2371887_595426_supercat_ambiguous.png	[]	[(0.3836282, 'bike'), (0.4118416, 'automobile'), (0.44981557, 'motorcycle'), (0.5245202, 'truck')]	{'#occlusion': 1}	{'truck': 2, 'vehicle': 2, 'bike': 1, 'automobile': 1, 'motorcycle': 1}
2348753	2038555	furnishing.n.02	curtain	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2348753_2038555_seed_ambiguous.png	['drapes']	[(0.32407993, 'window'), (0.36987096, 'drapes')]	{'#bbox': 3}	{'curtain': 4, 'drapes': 1, 'window': 1}
2393836	469469	truck.n.01	truck	vehicle	http://object-naming-amore.upf.edu//2393836_469469_singleton_obj.png	[]	[(0.70270705, 'vehicle')]	{'#occlusion': 1}	{'truck': 7, 'vehicle': 1}
2394644	1211037	furnishing.n.02	curtain	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2394644_1211037_seed_ambiguous.png	[]	[(0.2766667, 'hat'), (0.33591044, 'door')]	{'#occlusion': 3, '#bbox': 3}	{'hat': 1, 'door': 1, 'curtain': 1}
2360487	787721	overgarment.n.01	jacket	article of clothing	http://object-naming-amore.upf.edu//2360487_787721_supercat_unique.png	[]	[(0.6619144, 'shirt')]	{'#bbox': 1}	{'jacket': 7, 'shirt': 1}
2366326	2006418	feline.n.01	cat	animal	http://object-naming-amore.upf.edu//2366326_2006418_supercat_unique.png	[]	[(0.74649847, 'kitten')]	{'#bbox': 1}	{'cat': 7, 'kitten': 1}
2321903	3410113	foodstuff.n.02	cheese	food, nutrient	http://object-naming-amore.upf.edu//2321903_3410113_supercat_ambiguous.png	['slice pepperoni pizza']	[(0.4708358, 'pizza'), (0.47093874, 'pizza slice')]	{}	{'pizza': 6, 'pizza slice': 2, 'pepperoni pizza slice': 1}
4907	3589149	furnishing.n.02	cabinet	instrumentality, instrumentation	http://object-naming-amore.upf.edu//4907_3589149_singleton_obj.png	[]	[(0.1550653, 'sink')]	{'#bbox': 5}	{'cabinet': 2, 'sink': 1}
2394064	1214469	woman.n.01	woman	person	http://object-naming-amore.upf.edu//2394064_1214469_singleton_obj.png	[]	[(0.54701734, 'person')]	{'#occlusion': 1}	{'person': 6, 'man': 1}
2342255	3649231	furnishing.n.02	table	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2342255_3649231_singleton_obj.png	['pizzas']	[(0.10135251, 'pizzas')]	{'#bbox': 1}	{'table': 6, 'pizzas': 1}
2406983	287223	car.n.01	car	vehicle	http://object-naming-amore.upf.edu//2406983_287223_singleton_obj.png	[]	[(0.24056552, 'license plate')]	{'#bbox': 7}	{'license plate': 1, 'bumper': 1}
2414761	152490	furnishing.n.02	curtain	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2414761_152490_seed_ambiguous.png	['curtains', 'drapes']	[(0.36987096, 'drapes'), (0.6682635, 'curtains')]	{}	{'curtain': 5, 'curtains': 2, 'drapes': 2}
2317868	3503821	vessel.n.03	bowl	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2317868_3503821_singleton_obj.png	[]	[]	{'#occlusion': 1}	{'toilet': 8}
2415048	147061	horse.n.01	horse	animal	http://object-naming-amore.upf.edu//2415048_147061_singleton_obj.png	[]	[]	{'#bbox': 1}	{'horse': 8}
2412408	3172138	dish.n.02	pizza	food, nutrient	http://object-naming-amore.upf.edu//2412408_3172138_seed_ambiguous.png	[]	[]	{'#bbox': 1}	{'pizza': 8}
2339158	2217725	furnishing.n.02	bench	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2339158_2217725_singleton_obj.png	['wood steps']	[(0.08898769, 'wood steps'), (0.12062178, 'crate')]	{}	{'bench': 7, 'crate': 1, 'wood steps': 1}
