vg_img_id	vg_object_id	synset	obj_name	category	url	plurals	similarities	optouts	amt_responses
2388467	508821	woman.n.01	woman	person	http://object-naming-amore.upf.edu//2388467_508821_singleton_obj.png	[]	[(0.7494641, 'girl')]	{'#bbox': 1, '#occlusion': 1}	{'woman': 6, 'girl': 1}
2357470	3501953	house.n.01	house	structure, construction	http://object-naming-amore.upf.edu//2357470_3501953_singleton_obj.png	[]	[(0.2677908, 'cat')]	{'#occlusion': 2, '#bbox': 1}	{'house': 5, 'cat': 1}
2337876	2524396	woman.n.01	woman	person	http://object-naming-amore.upf.edu//2337876_2524396_seed_ambiguous.png	[]	[]	{'#bbox': 3, '#occlusion': 2}	{'man': 4}
2347616	3002006	dish.n.02	sandwich	food, nutrient	http://object-naming-amore.upf.edu//2347616_3002006_seed_ambiguous.png	[]	[(0.6416885, 'sandwhich')]	{'#occlusion': 2}	{'sandwich': 6, 'sandwhich': 1}
2367387	1768710	car.n.01	car	vehicle	http://object-naming-amore.upf.edu//2367387_1768710_singleton_obj.png	[]	[(0.4447837, 'hood'), (0.7821096, 'vehicle')]	{'#occlusion': 1}	{'car': 6, 'hood': 1, 'vehicle': 1}
2409456	241417	furnishing.n.02	couch	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2409456_241417_seed_ambiguous.png	['legs', 'cushions']	[(0.32127646, 'legs'), (0.4307904, 'cushions'), (0.83091795, 'sofa')]	{'#occlusion': 1}	{'couch': 3, 'sofa': 3, 'legs': 1, 'cushions': 1}
2363721	762729	shelter.n.01	tent	structure, construction	http://object-naming-amore.upf.edu//2363721_762729_supercat_unique.png	[]	[(0.15865794, 'water')]	{'#bbox': 5, '#occlusion': 2}	{'tent': 1, 'water': 1}
2372959	2402554	furnishing.n.02	bookcase	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2372959_2402554_singleton_obj.png	[]	[(0.1100584, 'entertainment center'), (0.15263805, 'television'), (0.32989877, 'rack'), (0.3700785, 'shelf')]	{'#occlusion': 1}	{'shelf': 3, 'shelving': 2, 'entertainment center': 1, 'television': 1, 'rack': 1}
2410949	1084390	shirt.n.01	shirt	article of clothing	http://object-naming-amore.upf.edu//2410949_1084390_singleton_obj.png	[]	[(0.39961958, 'beard')]	{'#bbox': 1, '#occlusion': 1}	{'shirt': 6, 'beard': 1}
2409814	363060	motorcycle.n.01	motorcycle	vehicle	http://object-naming-amore.upf.edu//2409814_363060_singleton_obj.png	[]	[(0.33807123, 'road'), (0.40353864, 'motor cycle'), (0.7016158, 'bike')]	{'#bbox': 1}	{'motorcycle': 5, 'motor cycle': 1, 'bike': 1, 'road': 1}
2346068	2077466	furnishing.n.02	couch	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2346068_2077466_singleton_obj.png	[]	[(0.42383948, 'chair'), (0.5952102, 'bed'), (0.83091795, 'sofa')]	{'#occlusion': 1}	{'sofa': 3, 'couch': 2, 'bed': 2, 'chair': 1}
2403860	379755	woman.n.01	woman	person	http://object-naming-amore.upf.edu//2403860_379755_singleton_obj.png	[]	[(0.21088894, 'couch'), (0.32108048, 'couple')]	{'#occlusion': 3}	{'woman': 4, 'couch': 1, 'couple': 1}
2344652	3914395	crockery.n.01	dish	tableware	http://object-naming-amore.upf.edu//2344652_3914395_supercat_unique.png	[]	[(0.31070036, 'food'), (0.31559932, 'bowl'), (0.4240337, 'plate')]	{'#bbox': 1}	{'plate': 5, 'dessert': 1, 'food': 1, 'bowl': 1}
2373617	588378	furnishing.n.02	bed	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2373617_588378_singleton_obj.png	[]	[(0.15794855, 'bench'), (0.418801, 'chaise'), (0.5952102, 'couch')]	{'#occlusion': 2}	{'bed': 4, 'couch': 1, 'bench': 1, 'chaise': 1}
2402269	391159	woman.n.01	person	person	http://object-naming-amore.upf.edu//2402269_391159_seed_ambiguous.png	[]	[(0.28466687, 'family')]	{'#occlusion': 2, '#bbox': 1}	{'woman': 4, 'family': 1, 'woman and child': 1}
2403342	354261	feline.n.01	cat	animal	http://object-naming-amore.upf.edu//2403342_354261_singleton_obj.png	[]	[]	{'#occlusion': 1}	{'cat': 8}
2358594	2651335	furnishing.n.02	carpet	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2358594_2651335_seed_ambiguous.png	['tables']	[(0.23816296, 'tables'), (0.24767962, 'desk'), (0.37718326, 'floor')]	{'#occlusion': 2, '#bbox': 1}	{'carpet': 2, 'floor': 2, 'tables': 1, 'desk': 1}
713663	1587308	furnishing.n.02	desk	instrumentality, instrumentation	http://object-naming-amore.upf.edu//713663_1587308_singleton_obj.png	[]	[]	{'#occlusion': 1}	{'desk': 8}
2409548	239418	horse.n.01	horse	animal	http://object-naming-amore.upf.edu//2409548_239418_seed_ambiguous.png	['horses']	[(0.8654033, 'horses')]	{}	{'horse': 8, 'horses': 1}
2329486	2796087	overgarment.n.01	jacket	article of clothing	http://object-naming-amore.upf.edu//2329486_2796087_supercat_unique.png	[]	[]	{'#bbox': 1}	{'jacket': 8}
2374658	2550073	furnishing.n.02	sofa	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2374658_2550073_seed_ambiguous.png	[]	[(0.20399962, 'cushion'), (0.24860828, 'cat'), (0.363407, 'blanket'), (0.51852214, 'armchair'), (0.83091795, 'couch')]	{'#occlusion': 1}	{'couch': 2, 'cushion': 2, 'cat': 1, 'sofa': 1, 'blanket': 1, 'armchair': 1}
713592	2335961	boat.n.01	boat	vehicle	http://object-naming-amore.upf.edu//713592_2335961_singleton_obj.png	[]	[(0.44481018, 'lake'), (0.71557, 'yacht')]	{'#occlusion': 1}	{'boat': 6, 'lake': 1, 'yacht': 1}
2403798	380011	child.n.01	child	person	http://object-naming-amore.upf.edu//2403798_380011_supercat_unique.png	[]	[(0.13861871, 'towel'), (0.5927851, 'boy'), (0.6573992, 'baby')]	{'#bbox': 2}	{'baby': 4, 'towel': 1, 'boy': 1, 'toddler': 1}
2364723	1695821	furnishing.n.02	desk	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2364723_1695821_supercat_unique.png	[]	[(0.17026125, 'mouse'), (0.21169877, 'turntable'), (0.23953882, 'hand'), (0.4045672, 'table')]	{'#occlusion': 1}	{'desk': 4, 'table': 1, 'hand': 1, 'mouse': 1, 'turntable': 1}
2318443	3228061	furnishing.n.02	bed	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2318443_3228061_singleton_obj.png	[]	[]	{'#bbox': 1}	{'bed': 8}
2356239	1765386	man.n.01	man	person	http://object-naming-amore.upf.edu//2356239_1765386_supercat_ambiguous.png	[]	[(0.15957645, 'hawaiian shirt'), (0.24072722, 'shirt'), (0.5342027, 'person')]	{'#occlusion': 1}	{'man': 5, 'person': 1, 'hawaiian shirt': 1, 'shirt': 1}
2394489	1211707	kitchen_utensil.n.01	blender	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2394489_1211707_singleton_obj.png	['fruits']	[(0.056219038, 'fruits')]	{}	{'blender': 8, 'fruits': 1}
2416149	3687524	vessel.n.03	aquarium	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2416149_3687524_singleton_obj.png	[]	[(0.31370455, 'water'), (0.34262815, 'tank')]	{'#occlusion': 1}	{'aquarium': 3, 'water': 3, 'tank': 1}
2385652	1294220	dish.n.02	soup	food, nutrient	http://object-naming-amore.upf.edu//2385652_1294220_supercat_unique.png	['vegetables']	[(0.32072622, 'spice'), (0.4518144, 'food'), (0.4866814, 'vegetables')]	{'#bbox': 2, '#occlusion': 1}	{'vegetables': 2, 'soup': 1, 'food': 1, 'spice': 1}
2369243	612890	woman.n.01	woman	person	http://object-naming-amore.upf.edu//2369243_612890_singleton_obj.png	[]	[(0.32025397, 'guy'), (0.54701734, 'person'), (0.6288786, 'lady')]	{'#bbox': 1}	{'person': 3, 'woman': 2, 'lady': 1, 'guy': 1}
2351218	2378662	woman.n.01	girl	person	http://object-naming-amore.upf.edu//2351218_2378662_seed_ambiguous.png	['girls']	[(0.17331505, 'shirt'), (0.59217143, 'man'), (0.6154742, 'girls'), (0.7494641, 'woman')]	{'#occlusion': 1}	{'woman': 4, 'girl': 1, 'girls': 1, 'shirt': 1, 'man': 1}
2348630	2555016	hotel.n.01	hotel	structure, construction	http://object-naming-amore.upf.edu//2348630_2555016_supercat_unique.png	['buildings']	[(0.27677545, 'buildings')]	{}	{'building': 8, 'buildings': 1}
2409589	238470	ungulate.n.01	zebra	animal	http://object-naming-amore.upf.edu//2409589_238470_seed_ambiguous.png	['zebras']	[(0.5988896, 'zebras')]	{}	{'zebra': 8, 'zebras': 1}
2319083	2890518	furnishing.n.02	couch	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2319083_2890518_supercat_unique.png	[]	[(0.090123996, 'tie'), (0.83091795, 'sofa')]	{'#bbox': 1}	{'tie': 3, 'couch': 3, 'sofa': 2}
2362547	773364	house.n.01	house	structure, construction	http://object-naming-amore.upf.edu//2362547_773364_singleton_obj.png	[]	[(0.105503015, 'sauce')]	{'#bbox': 4, '#occlusion': 1, '#other_house maybe?': 1}	{'house': 2, 'sauce': 1}
2324868	3431005	dish.n.02	pasta	food, nutrient	http://object-naming-amore.upf.edu//2324868_3431005_singleton_obj.png	[]	[(0.44587928, 'food'), (0.6427498, 'salad'), (0.9062973, 'pasta salad')]	{'#occlusion': 1, '#bbox': 1}	{'pasta': 4, 'food': 1, 'pasta salad': 1, 'salad': 1}
2379671	551237	furnishing.n.02	curtain	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2379671_551237_seed_ambiguous.png	[]	[(0.1794086, 'tent')]	{'#bbox': 1, '#occlusion': 1}	{'curtain': 5, 'tent': 2}
2323289	3014358	woman.n.01	woman	person	http://object-naming-amore.upf.edu//2323289_3014358_singleton_obj.png	[]	[(0.54701734, 'person'), (0.76640123, 'man')]	{'#occlusion': 1}	{'man': 3, 'person': 3, 'woman': 2}
2404042	346802	truck.n.01	truck	vehicle	http://object-naming-amore.upf.edu//2404042_346802_singleton_obj.png	[]	[(0.6907907, 'tractor'), (0.7362449, 'tractor trailer')]	{'#occlusion': 1}	{'truck': 6, 'tractor trailer': 1, 'tractor': 1}
2346486	898958	furnishing.n.02	couch	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2346486_898958_supercat_unique.png	[]	[(0.42383948, 'chair'), (0.60865355, 'settee'), (0.83091795, 'sofa')]	{'#occlusion': 2, '#bbox': 1}	{'couch': 3, 'chair': 1, 'settee': 1, 'sofa': 1}
2338097	2007908	woman.n.01	woman	person	http://object-naming-amore.upf.edu//2338097_2007908_singleton_obj.png	[]	[(0.1833246, 'human'), (0.43553692, 'pensioner'), (0.54701734, 'person')]	{'#occlusion': 1}	{'woman': 4, 'person': 2, 'pensioner': 1, 'human': 1}
2395626	452658	shirt.n.01	shirt	article of clothing	http://object-naming-amore.upf.edu//2395626_452658_supercat_unique.png	[]	[]	{'#occlusion': 1}	{'shirt': 7, 't-shirt': 1}
2381052	1339680	creator.n.02	artist	person	http://object-naming-amore.upf.edu//2381052_1339680_singleton_obj.png	['grafetti']	[(0.28902176, 'grafitti'), (0.31913126, 'graffiti')]	{'#occlusion': 1}	{'graffiti': 4, 'grafitti': 2, 'art': 1, 'grafetti': 1}
2321190	3128645	furnishing.n.02	counter	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2321190_3128645_singleton_obj.png	['cabinets']	[(0.22945134, 'cabinets')]	{'#bbox': 2, '#occlusion': 1}	{'kitchen': 5, 'cabinets': 1}
2347932	886164	train.n.01	train	vehicle	http://object-naming-amore.upf.edu//2347932_886164_singleton_obj.png	[]	[(0.768032, 'train engine')]	{'#occlusion': 1}	{'train': 6, 'train engine': 2}
2357867	1675393	furnishing.n.02	desk	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2357867_1675393_singleton_obj.png	[]	[(0.15093286, 'iphone'), (0.3217172, 'phone'), (0.4045672, 'table')]	{'#occlusion': 2, '#bbox': 1}	{'desk': 2, 'table': 2, 'phone': 1, 'iphone': 1}
2347952	1779979	restaurant.n.01	restaurant	structure, construction	http://object-naming-amore.upf.edu//2347952_1779979_seed_ambiguous.png	[]	[(0.061701763, 'bench'), (0.20764846, 'window'), (0.23741055, 'building')]	{'#bbox': 1}	{'bench': 3, 'window': 2, 'building': 2, 'store': 1}
2349867	1728241	woman.n.01	girl	person	http://object-naming-amore.upf.edu//2349867_1728241_supercat_ambiguous.png	['women']	[(0.09082743, 'wiimote'), (0.18703651, 'gamer'), (0.35231626, 'women')]	{}	{'woman': 6, 'women': 1, 'gamer': 1, 'wiimote': 1}
2387323	1277047	furnishing.n.02	rug	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2387323_1277047_seed_ambiguous.png	[]	[(0.19186613, 'cat'), (0.7332804, 'carpet')]	{'#occlusion': 1}	{'carpet': 6, 'rug': 1, 'cat': 1}
2385772	1293150	man.n.01	person	person	http://object-naming-amore.upf.edu//2385772_1293150_seed_ambiguous.png	[]	[]	{'#occlusion': 1}	{'man': 8}
2323700	989004	vessel.n.03	bathtub	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2323700_989004_supercat_ambiguous.png	[]	[(0.5882082, 'bath'), (0.7622229, 'bath tub'), (0.78196716, 'tub')]	{'#occlusion': 1}	{'tub': 4, 'bathtub': 2, 'bath tub': 1, 'bath': 1}
2322120	3418521	furnishing.n.02	curtain	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2322120_3418521_singleton_obj.png	[]	[(-0.015572352, 'fruit'), (0.053691324, 'fruit stand'), (0.17022595, 'skirt'), (0.25890702, 'table')]	{'#occlusion': 1, '#bbox': 1}	{'fruit stand': 2, 'table': 2, 'curtain': 1, 'fruit': 1, 'skirt': 1}
2361486	2869710	woman.n.01	woman	person	http://object-naming-amore.upf.edu//2361486_2869710_supercat_ambiguous.png	[]	[(0.1834937, 'hair'), (0.54701734, 'person')]	{'#occlusion': 2}	{'hair': 5, 'girl': 1, 'person': 1}
2375712	721257	restaurant.n.01	restaurant	structure, construction	http://object-naming-amore.upf.edu//2375712_721257_supercat_unique.png	[]	[(0.15985434, 'alcohol')]	{'#occlusion': 6}	{'building': 2, 'alcohol': 1}
2371961	2555448	shirt.n.01	shirt	article of clothing	http://object-naming-amore.upf.edu//2371961_2555448_supercat_unique.png	[]	[]	{'#occlusion': 1}	{'shirt': 8}
2330603	3430850	woman.n.01	woman	person	http://object-naming-amore.upf.edu//2330603_3430850_singleton_obj.png	[]	[(0.09206604, 'food')]	{'#occlusion': 1}	{'woman': 7, 'food': 1}
2361666	1796816	woman.n.01	woman	person	http://object-naming-amore.upf.edu//2361666_1796816_singleton_obj.png	[]	[(0.6288786, 'lady')]	{'#occlusion': 1}	{'woman': 7, 'lady': 1}
2368495	2819457	shelter.n.01	shelter	structure, construction	http://object-naming-amore.upf.edu//2368495_2819457_singleton_obj.png	[]	[(0.08575116, 'booth'), (0.14625224, 'overhang'), (0.15023118, 'pavilion'), (0.22963777, 'station'), (0.3109468, 'hut'), (0.7621592, 'rain shelter')]	{'#occlusion': 1}	{'shelter': 2, 'rain shelter': 1, 'overhang': 1, 'hut': 1, 'station': 1, 'pavilion': 1, 'booth': 1}
2409321	244313	robe.n.01	robe	article of clothing	http://object-naming-amore.upf.edu//2409321_244313_supercat_unique.png	[]	[(0.46538553, 'coat'), (0.47699466, 'shirt'), (0.5388762, 'jacket')]	{'#bbox': 1}	{'jacket': 4, 'robe': 2, 'shirt': 1, 'coat': 1}
2333994	1045779	male_child.n.01	boy	person	http://object-naming-amore.upf.edu//2333994_1045779_supercat_unique.png	[]	[(0.15033615, 'helmet'), (0.5927851, 'child')]	{'#occlusion': 1}	{'child': 4, 'boy': 3, 'helmet': 1}
2334710	3515718	shirt.n.01	shirt	article of clothing	http://object-naming-amore.upf.edu//2334710_3515718_supercat_unique.png	[]	[(0.72411203, 'long sleeve shirt')]	{'#occlusion': 1}	{'shirt': 7, 'long sleeve shirt': 1}
2358906	797965	woman.n.01	woman	person	http://object-naming-amore.upf.edu//2358906_797965_singleton_obj.png	['legs']	[(0.16163155, 'legs'), (0.22877942, 'tennis player'), (0.54701734, 'person')]	{}	{'legs': 3, 'woman': 3, 'tennis player': 2, 'person': 1}
2370941	2345008	man.n.01	man	person	http://object-naming-amore.upf.edu//2370941_2345008_singleton_obj.png	[]	[(0.36962923, 'male'), (0.5342027, 'person')]	{'#occlusion': 1}	{'man': 6, 'male': 1, 'person': 1}
2386026	684413	vessel.n.03	bath	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2386026_684413_singleton_obj.png	[]	[(0.16259958, 'child'), (0.2788068, 'toddler'), (0.34933752, 'baby'), (0.5882082, 'bathtub')]	{'#occlusion': 1}	{'child': 2, 'baby': 2, 'bathtub': 2, 'toddler': 1, 'tub': 1}
2384116	528375	furnishing.n.02	chair	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2384116_528375_supercat_unique.png	[]	[(0.18490227, 'shirt')]	{'#occlusion': 1, '#bbox': 1}	{'chair': 4, 't-shirt': 2, 'shirt': 1}
2400033	1163716	ungulate.n.01	cow	animal	http://object-naming-amore.upf.edu//2400033_1163716_singleton_obj.png	[]	[(0.39242214, 'calf')]	{'#other_animal': 1}	{'cow': 6, 'calf': 2}
2411417	359390	ungulate.n.01	zebra	animal	http://object-naming-amore.upf.edu//2411417_359390_seed_ambiguous.png	[]	[]	{'#other_animal': 1}	{'zebra': 8}
2318460	2795569	crockery.n.01	dish	tableware	http://object-naming-amore.upf.edu//2318460_2795569_singleton_obj.png	['chips']	[(0.2826691, 'chips'), (0.4240337, 'plate')]	{}	{'plate': 7, 'dish': 1, 'chips': 1}
2383855	1316187	dish.n.02	omelette	food, nutrient	http://object-naming-amore.upf.edu//2383855_1316187_seed_ambiguous.png	['vegetables']	[(0.20967117, 'food'), (0.324103, 'vegetables'), (0.5427016, 'fritatta')]	{}	{'food': 2, 'omlet': 2, 'fritatta': 1, 'vegetables': 1, 'omlete': 1, 'omelette': 1, 'poul': 1}
2406425	324479	ungulate.n.01	giraffe	animal	http://object-naming-amore.upf.edu//2406425_324479_singleton_obj.png	[]	[(0.2500998, 'cage')]	{'#other_animal': 1}	{'giraffe': 7, 'cage': 1}
2411771	210700	ungulate.n.01	giraffe	animal	http://object-naming-amore.upf.edu//2411771_210700_singleton_obj.png	[]	[(0.18521868, 'grass')]	{'#other_animal': 1}	{'giraffe': 7, 'grass': 1}
