vg_img_id	vg_object_id	sample_type	synset	obj_name	cat	url	responses
2370001	607284	supercat_unique	shirt.n.01	shirt	article of clothing	http://object-naming-amore.upf.edu//2370001_607284_supercat_unique.png	Counter({'shirt': 3, 'sweater': 2, '#bbox': 1, 'coat': 1, 'jacket': 1, 'human': 1})
2345204	909913	singleton_obj	foodstuff.n.02	sauce	food, nutrient	http://object-naming-amore.upf.edu//2345204_909913_singleton_obj.png	Counter({'pasta': 9})
2335623	2082872	singleton_obj	furnishing.n.02	bed	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2335623_2082872_singleton_obj.png	Counter({'bed': 9})
2339830	2279763	singleton_obj	motorcycle.n.01	motorcycle	vehicle	http://object-naming-amore.upf.edu//2339830_2279763_singleton_obj.png	Counter({'motorcycle': 6, '#bbox': 2, 'bikes': 1})
2352536	2612649	singleton_obj	boat.n.01	boat	vehicle	http://object-naming-amore.upf.edu//2352536_2612649_singleton_obj.png	Counter({'raft': 8, 'boat': 1})
2360778	2333580	singleton_obj	horse.n.01	horse	animal	http://object-naming-amore.upf.edu//2360778_2333580_singleton_obj.png	Counter({'horse': 9})
2355756	2223684	supercat_ambiguous	man.n.01	guy	person	http://object-naming-amore.upf.edu//2355756_2223684_supercat_ambiguous.png	Counter({'man': 7, 'guy': 1, 'person': 1})
2326307	3101891	singleton_obj	athlete.n.01	skier	person	http://object-naming-amore.upf.edu//2326307_3101891_singleton_obj.png	Counter({'skiers': 2, 'skiier': 2, 'skier': 2, 'snowboarder': 1, 'ski': 1, 'skis': 1})
2388013	675963	singleton_obj	dog.n.01	dog	animal	http://object-naming-amore.upf.edu//2388013_675963_singleton_obj.png	Counter({'dog': 9})
2372208	593330	supercat_unique	house.n.01	house	structure, construction	http://object-naming-amore.upf.edu//2372208_593330_supercat_unique.png	Counter({'house': 7, '#bbox': 1, 'people': 1})
2394626	1211095	singleton_obj	truck.n.01	truck	vehicle	http://object-naming-amore.upf.edu//2394626_1211095_singleton_obj.png	Counter({'truck': 8, 'car': 1})
2317122	1023453	supercat_unique	furnishing.n.02	bench	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2317122_1023453_supercat_unique.png	Counter({'#occlusion': 4, 'bench': 2, 'sculpture': 1, '#bbox': 1, 'wood': 1})
2342198	2841766	singleton_obj	ungulate.n.01	giraffe	animal	http://object-naming-amore.upf.edu//2342198_2841766_singleton_obj.png	Counter({'giraffe': 9})
2388625	672051	seed_ambiguous	woman.n.01	lady	person	http://object-naming-amore.upf.edu//2388625_672051_seed_ambiguous.png	Counter({'woman': 6, 'jhoodie': 1, 'girl': 1, 'person': 1})
2394071	1214388	singleton_obj	ungulate.n.01	zebra	animal	http://object-naming-amore.upf.edu//2394071_1214388_singleton_obj.png	Counter({'zebra': 9})
2319272	1003436	supercat_unique	shirt.n.01	shirt	article of clothing	http://object-naming-amore.upf.edu//2319272_1003436_supercat_unique.png	Counter({'shirt': 7, 'tshirt': 1, 't-shirt': 1})
2392445	1230019	supercat_unique	furnishing.n.02	couch	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2392445_1230019_supercat_unique.png	Counter({'fork': 2, 'couch': 2, 'headboard': 1, '#occlusion': 1, 'sofa': 1, 'blanket': 1, '#bbox': 1})
2344994	3913526	singleton_obj	bridge.n.01	bridge	structure, construction	http://object-naming-amore.upf.edu//2344994_3913526_singleton_obj.png	Counter({'bridge': 9})
2387343	1276821	seed_ambiguous	dish.n.02	salad	food, nutrient	http://object-naming-amore.upf.edu//2387343_1276821_seed_ambiguous.png	Counter({'salad': 8, 'lettuce': 1})
2408026	269608	singleton_obj	boat.n.01	boat	vehicle	http://object-naming-amore.upf.edu//2408026_269608_singleton_obj.png	Counter({'boat': 9})
2392200	1232878	supercat_unique	ungulate.n.01	cow	animal	http://object-naming-amore.upf.edu//2392200_1232878_supercat_unique.png	Counter({'cow': 9})
2414776	152186	singleton_obj	male_child.n.01	boy	person	http://object-naming-amore.upf.edu//2414776_152186_singleton_obj.png	Counter({'boy': 7, 'child': 1, 'person': 1})
2351869	1706343	singleton_obj	baked_goods.n.01	bread	food, solid food	http://object-naming-amore.upf.edu//2351869_1706343_singleton_obj.png	Counter({'sandwich': 5, 'submarine sandwich': 1, 'sub sandwich': 1, 'sub': 1, 'hotdog': 1})
2326225	2958019	singleton_obj	truck.n.01	truck	vehicle	http://object-naming-amore.upf.edu//2326225_2958019_singleton_obj.png	Counter({'truck': 7, 'trailer': 2})
2103	3639802	singleton_obj	furnishing.n.02	counter	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2103_3639802_singleton_obj.png	Counter({'counter': 3, 'kitchen': 2, '#bbox': 1, 'countertop': 1, 'kitchen counter': 1, 'cabinets': 1})
2385372	1297728	singleton_obj	furnishing.n.02	bench	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2385372_1297728_singleton_obj.png	Counter({'bench': 8, 'table': 1})
2344379	1043618	singleton_obj	furnishing.n.02	table	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2344379_1043618_singleton_obj.png	Counter({'table': 3, 'cell phone': 2, 'phone': 2, 'mobile phone': 1, 'cellphone': 1})
2336378	960501	supercat_unique	dress.n.01	gown	article of clothing	http://object-naming-amore.upf.edu//2336378_960501_supercat_unique.png	Counter({'baby': 5, 'hospital gown': 2, 'gown': 1, 'shirt': 1})
2336009	3380725	singleton_obj	athlete.n.01	batter	person	http://object-naming-amore.upf.edu//2336009_3380725_singleton_obj.png	Counter({'baseball player': 3, 'man': 3, 'player': 1, 'guy': 1, 'person': 1})
2379998	1351886	singleton_obj	vessel.n.03	bowl	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2379998_1351886_singleton_obj.png	Counter({'soup': 3, 'coffee': 2, 'bowl': 2, 'cup': 2})
2384358	691953	singleton_obj	bird.n.01	owl	animal	http://object-naming-amore.upf.edu//2384358_691953_singleton_obj.png	Counter({'owl': 9})
2352551	1701288	supercat_unique	baked_goods.n.01	donut	food, solid food	http://object-naming-amore.upf.edu//2352551_1701288_supercat_unique.png	Counter({'donuts': 6, 'donut': 1, 'doughnuts': 1, 'doughnut': 1})
2377186	3838691	supercat_unique	furnishing.n.02	desk	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2377186_3838691_supercat_unique.png	Counter({'desk': 8, 'legs': 1})
2381456	1336503	supercat_unique	overgarment.n.01	jacket	article of clothing	http://object-naming-amore.upf.edu//2381456_1336503_supercat_unique.png	Counter({'jacket': 8, 'rain jacket': 1})
2348100	3906505	seed_ambiguous	male_child.n.01	boy	person	http://object-naming-amore.upf.edu//2348100_3906505_seed_ambiguous.png	Counter({'boy': 4, 'man': 2, 'person': 2, 'guy': 1})
2344247	916818	singleton_obj	furnishing.n.02	table	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2344247_916818_singleton_obj.png	Counter({'desk': 5, 'table': 4})
2416381	3709954	singleton_obj	furnishing.n.02	counter	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2416381_3709954_singleton_obj.png	Counter({'counter': 4, 'counters': 2, 'cabinets': 1, 'cabinetry': 1, 'kitchen': 1})
2390575	1248946	singleton_obj	vessel.n.03	jar	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2390575_1248946_singleton_obj.png	Counter({'vase': 9})
2390828	493770	singleton_obj	man.n.01	man	person	http://object-naming-amore.upf.edu//2390828_493770_singleton_obj.png	Counter({'man': 4, 'skateboarder': 2, 'person': 1, 'jeans': 1, 'pants': 1})
2357676	809877	singleton_obj	truck.n.01	truck	vehicle	http://object-naming-amore.upf.edu//2357676_809877_singleton_obj.png	Counter({'truck': 9})
2403959	379272	singleton_obj	shelter.n.01	tent	structure, construction	http://object-naming-amore.upf.edu//2403959_379272_singleton_obj.png	Counter({'#bbox': 3, '#occlusion': 3, 'food stand': 1, 'crowd': 1, 'tent': 1})
2342295	2750574	seed_ambiguous	dress.n.01	dress	article of clothing	http://object-naming-amore.upf.edu//2342295_2750574_seed_ambiguous.png	Counter({'dress': 9})
2364390	641379	seed_ambiguous	ungulate.n.01	giraffe	animal	http://object-naming-amore.upf.edu//2364390_641379_seed_ambiguous.png	Counter({'giraffe': 7, 'giraffes': 2})
2355800	826374	supercat_ambiguous	child.n.01	kid	person	http://object-naming-amore.upf.edu//2355800_826374_supercat_ambiguous.png	Counter({'boy': 5, 'child': 2, 'toddler': 1, 'baby': 1})
2378192	561462	supercat_unique	feline.n.01	cat	animal	http://object-naming-amore.upf.edu//2378192_561462_supercat_unique.png	Counter({'cat': 9})
2417043	3198072	supercat_ambiguous	car.n.01	taxi	vehicle	http://object-naming-amore.upf.edu//2417043_3198072_supercat_ambiguous.png	Counter({'van': 4, 'bus': 2, 'truck': 2, 'car': 1})
2396441	444320	supercat_ambiguous	car.n.01	car	vehicle	http://object-naming-amore.upf.edu//2396441_444320_supercat_ambiguous.png	Counter({'train': 3, 'trailer': 2, 'truck': 1, 'train car': 1, 'boxcar': 1, 'cargo': 1})
2325431	2715491	singleton_obj	dog.n.01	dog	animal	http://object-naming-amore.upf.edu//2325431_2715491_singleton_obj.png	Counter({'dog': 9})
2392476	479713	singleton_obj	dish.n.02	pizza	food, nutrient	http://object-naming-amore.upf.edu//2392476_479713_singleton_obj.png	Counter({'pizza': 9})
2369607	3862545	seed_ambiguous	furnishing.n.02	counter	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2369607_3862545_seed_ambiguous.png	Counter({'desk': 3, 'table': 2, '#bbox': 1, 'computer': 1, 'monitor': 1, 'screen': 1})
2330188	3239411	singleton_obj	ungulate.n.01	giraffe	animal	http://object-naming-amore.upf.edu//2330188_3239411_singleton_obj.png	Counter({'giraffe': 9})
2362929	2518532	supercat_unique	shirt.n.01	shirt	article of clothing	http://object-naming-amore.upf.edu//2362929_2518532_supercat_unique.png	Counter({'shirt': 7, 'suit': 1, 'button up shirt': 1})
2363760	3462273	singleton_obj	child.n.01	child	person	http://object-naming-amore.upf.edu//2363760_3462273_singleton_obj.png	Counter({'baby': 8, 'child': 1})
2373626	2534355	supercat_unique	crockery.n.01	dish	tableware	http://object-naming-amore.upf.edu//2373626_2534355_supercat_unique.png	Counter({'plate': 3, 'food': 2, 'dessert': 1, '#bbox': 1, 'serving plate': 1, 'lunch': 1})
2369148	1816497	supercat_unique	dish.n.02	pizza	food, nutrient	http://object-naming-amore.upf.edu//2369148_1816497_supercat_unique.png	Counter({'pizza': 7, 'sign': 1, 'advertisment': 1})
2340546	2238608	supercat_unique	flower.n.01	flower	plant, flora, plant life	http://object-naming-amore.upf.edu//2340546_2238608_supercat_unique.png	Counter({'zebra': 5, '#bbox': 3, 'grass': 1})
2367673	1757026	seed_ambiguous	boat.n.01	boat	vehicle	http://object-naming-amore.upf.edu//2367673_1757026_seed_ambiguous.png	Counter({'boat': 9})
2373139	1991493	singleton_obj	furnishing.n.02	bed	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2373139_1991493_singleton_obj.png	Counter({'bed': 9})
2398902	2395173	seed_ambiguous	ungulate.n.01	giraffe	animal	http://object-naming-amore.upf.edu//2398902_2395173_seed_ambiguous.png	Counter({'giraffe': 9})
2347706	1937349	singleton_obj	male_child.n.01	boy	person	http://object-naming-amore.upf.edu//2347706_1937349_singleton_obj.png	Counter({'boy': 5, 'skateboarder': 3, 'man': 1})
2373681	3085513	supercat_unique	furnishing.n.02	table	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2373681_3085513_supercat_unique.png	Counter({'table': 8, 'tablr': 1})
2338577	2146369	seed_ambiguous	overgarment.n.01	coat	article of clothing	http://object-naming-amore.upf.edu//2338577_2146369_seed_ambiguous.png	Counter({'suit': 6, 'jacket': 2, '#bbox': 1})
2416680	3471760	singleton_obj	ungulate.n.01	zebra	animal	http://object-naming-amore.upf.edu//2416680_3471760_singleton_obj.png	Counter({'zebra': 9})
2370253	2455510	supercat_ambiguous	woman.n.01	lady	person	http://object-naming-amore.upf.edu//2370253_2455510_supercat_ambiguous.png	Counter({'nurse': 7, 'woman': 2})
2328939	975595	singleton_obj	horse.n.01	horse	animal	http://object-naming-amore.upf.edu//2328939_975595_singleton_obj.png	Counter({'horse': 9})
2405459	331888	seed_ambiguous	furnishing.n.02	bed	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2405459_331888_seed_ambiguous.png	Counter({'bed': 9})
2393494	1219471	singleton_obj	aircraft.n.01	airplane	vehicle	http://object-naming-amore.upf.edu//2393494_1219471_singleton_obj.png	Counter({'airplane': 6, 'plane': 2, 'aeroplanea': 1})
2351121	2660970	supercat_unique	bridge.n.01	bridge	structure, construction	http://object-naming-amore.upf.edu//2351121_2660970_supercat_unique.png	Counter({'#other_i do not know what that is called': 1, 'station': 1, 'scaffolding': 1, '#bbox': 1, '#occlusion': 1, 'rail': 1, 'bridge': 1, 'bridge trestle': 1, 'beam': 1})
2359745	3459277	singleton_obj	baked_goods.n.01	cake	food, solid food	http://object-naming-amore.upf.edu//2359745_3459277_singleton_obj.png	Counter({'cake': 8, '#bbox': 1})
2404024	3815355	seed_ambiguous	woman.n.01	lady	person	http://object-naming-amore.upf.edu//2404024_3815355_seed_ambiguous.png	Counter({'woman': 8, 'lady': 1})
2365178	2438664	supercat_unique	tool.n.01	shovel	tool	http://object-naming-amore.upf.edu//2365178_2438664_supercat_unique.png	Counter({'spatula': 2, 'handle': 1, 'pizza shovel': 1, 'tray': 1, 'pizza spatula': 1, '#bbox': 1, 'oven': 1, 'shovel': 1})
